il_adi,ilce_adi,il_ilce,y2020,y2021,y2022,y2023,y2024,il_kod,ilce_kod
Siirt,Merkez,Siirt Merkez,154286,157545,153036,163884,173729,56,1620
Siirt,Pervari,Siirt Pervari,84920,99421,83290,103907,108401,56,1575
Siirt,Tillo,Siirt Tillo,35278,36280,38405,42135,42685,56,1878
Siirt,Þirvan,Siirt Þirvan,47919,51560,53338,60306,60298,56,1662
Sinop,Ayancýk,Sinop Ayancýk,56818,56984,59196,60449,59391,57,1156
Sinop,Boyabat,Sinop Boyabat,171174,171568,170575,148022,174369,57,1204
Sinop,Dikmen,Sinop Dikmen,39349,35719,35710,65767,65148,57,1910
Sinop,Duraðan,Sinop Duraðan,134987,129871,129911,128602,129262,57,1290
Sinop,Erfelek,Sinop Erfelek,68247,69671,69683,72256,78448,57,1314
Sinop,Gerze,Sinop Gerze,118772,112558,112639,112745,111761,57,1349
Sinop,Merkez,Sinop Merkez,114113,113186,113126,114766,109382,57,1627
Sinop,Saraydüzü,Sinop Saraydüzü,37473,49867,25367,38239,31346,57,1981
Sinop,Türkeli,Sinop Türkeli,26452,26177,26211,25506,25582,57,1693
Sivas,Akýncýlar,Sivas Akýncýlar,160043,172722,163516,158745,153629,58,1870
Sivas,Altýnyayla,Sivas Altýnyayla,255516,293776,270943,234294,268975,58,1875
Sivas,Divriði,Sivas Divriði,79508,80221,94156,86024,94271,58,1282
Sivas,Doðanþar,Sivas Doðanþar,11444,14642,14951,14933,15742,58,1913
Sivas,Gemerek,Sivas Gemerek,429650,426744,442010,432885,442419,58,1342
Sivas,Gölova,Sivas Gölova,60599,59380,61475,61400,62370,58,1927
Sivas,Gürün,Sivas Gürün,515088,524270,569476,532683,514176,58,1373
Sivas,Hafik,Sivas Hafik,508208,475138,509249,484516,504718,58,1376
Sivas,Kangal,Sivas Kangal,1236024,1247260,1238153,1290167,1261934,58,1431
Sivas,Koyulhisar,Sivas Koyulhisar,127497,125069,125342,118827,120896,58,1484
Sivas,Merkez,Sivas Merkez,1566373,1545551,1563212,1538139,1551606,58,1628
Sivas,Suþehri,Sivas Suþehri,213714,212628,217695,214425,206563,58,1646
Sivas,Ulaþ,Sivas Ulaþ,526044,471801,510017,514878,510320,58,1991
Sivas,Yýldýzeli,Sivas Yýldýzeli,904755,902130,907448,900644,906418,58,1731
Sivas,Zara,Sivas Zara,370902,388854,389972,318248,372103,58,1738
Sivas,Ýmranlý,Sivas Ýmranlý,58437,59641,61903,52901,60026,58,1407
Sivas,Þarkýþla,Sivas Þarkýþla,857245,817738,916375,882679,888211,58,1650
Tekirdað,Ergene,Tekirdað Ergene,304496,324074,324061,324130,324129,59,2094
Tekirdað,Hayrabolu,Tekirdað Hayrabolu,759009,806425,806393,805603,805768,59,1388
Tekirdað,Kapaklý,Tekirdað Kapaklý,99265,101305,101057,101055,103055,59,2095
Tekirdað,Malkara,Tekirdað Malkara,750589,795284,795592,795658,874479,59,1511
Tekirdað,Marmaraereðlisi,Tekirdað Marmaraereðlisi,149887,156433,156422,156421,156422,59,1825
Tekirdað,Muratlý,Tekirdað Muratlý,324689,343639,343608,343627,343721,59,1538
Tekirdað,Saray,Tekirdað Saray,317806,338289,338392,338240,338240,59,1596
Tekirdað,Süleymanpaþa,Tekirdað Süleymanpaþa,715731,759318,759446,759182,758891,59,2096
Tekirdað,Çerkezköy,Tekirdað Çerkezköy,48685,51076,51076,51076,51076,59,1250
Tekirdað,Çorlu,Tekirdað Çorlu,297925,314840,313979,314835,312865,59,1258
Tekirdað,Þarköy,Tekirdað Þarköy,159868,163653,163648,163631,163596,59,1652
Tokat,Almus,Tokat Almus,100256,100700,100435,100758,104122,60,1129
Tokat,Artova,Tokat Artova,113455,116327,115634,116053,186716,60,1151
Tokat,Baþçiftlik,Tokat Baþçiftlik,23771,23763,24009,24052,78558,60,1883
Tokat,Erbaa,Tokat Erbaa,369180,358241,356710,360808,376649,60,1308
Tokat,Merkez,Tokat Merkez,512139,518657,517906,515539,690827,60,1679
Tokat,Niksar,Tokat Niksar,363716,365585,369596,372422,346547,60,1545
Tokat,Pazar,Tokat Pazar,92057,99646,100457,102726,99218,60,1834
Tokat,Reþadiye,Tokat Reþadiye,227423,248679,245607,245596,247759,60,1584
Tokat,Sulusaray,Tokat Sulusaray,100475,100590,101047,101101,114730,60,1987
Tokat,Turhal,Tokat Turhal,386209,389317,387079,391854,384808,60,1690
Tokat,Yeþilyurt,Tokat Yeþilyurt,86784,83467,86788,85548,93929,60,1858
Tokat,Zile,Tokat Zile,713944,731240,733781,742311,749911,60,1740
Trabzon,Akçaabat,Trabzon Akçaabat,138528,136496,145774,145689,144189,61,1113
Trabzon,Araklý,Trabzon Araklý,78744,78755,78740,78766,87659,61,1141
Trabzon,Arsin,Trabzon Arsin,86309,86316,88613,88553,88551,61,1150
Trabzon,Beþikdüzü,Trabzon Beþikdüzü,43717,43633,43834,43832,43842,61,1775
Trabzon,Dernekpazarý,Trabzon Dernekpazarý,7737,8122,9363,9082,9062,61,1909
Trabzon,Düzköy,Trabzon Düzköy,20512,20751,41638,41992,41875,61,1917
Trabzon,Hayrat,Trabzon Hayrat,29770,29925,30084,30087,30107,61,1942
Trabzon,Köprübaþý,Trabzon Köprübaþý,12676,12679,19530,19526,19530,61,1966
Trabzon,Maçka,Trabzon Maçka,44642,41056,90761,92062,91864,61,1507
Trabzon,Of,Trabzon Of,90298,90666,93645,93852,93910,61,1548
Trabzon,Ortahisar,Trabzon Ortahisar,107580,107349,107195,106718,107255,61,2097
Trabzon,Sürmene,Trabzon Sürmene,52738,52739,52346,54965,54962,61,1647
Trabzon,Tonya,Trabzon Tonya,21051,21043,34684,34717,34237,61,1681
Trabzon,Vakfýkebir,Trabzon Vakfýkebir,69144,69153,68453,68539,68544,61,1709
Trabzon,Yomra,Trabzon Yomra,72118,72121,76657,76863,76874,61,1732
Trabzon,Çarþýbaþý,Trabzon Çarþýbaþý,36229,36227,36176,36226,36121,61,1896
Trabzon,Çaykara,Trabzon Çaykara,13107,13109,13833,13840,13794,61,1244
Trabzon,Þalpazarý,Trabzon Þalpazarý,27074,27374,31960,31433,30825,61,1842
Tunceli,Hozat,Tunceli Hozat,22699,20456,20094,21970,22646,62,1397
Tunceli,Mazgirt,Tunceli Mazgirt,90910,94551,85099,85108,71811,62,1518
Tunceli,Merkez,Tunceli Merkez,36758,32239,31063,30552,31052,62,1688
Tunceli,Nazýmiye,Tunceli Nazýmiye,793,815,887,1042,952,62,1541
Tunceli,Ovacýk,Tunceli Ovacýk,61612,72512,72538,62528,17567,62,1562
Tunceli,Pertek,Tunceli Pertek,118077,111126,110859,110530,110533,62,1574
Tunceli,Pülümür,Tunceli Pülümür,6557,5977,5877,6326,5755,62,1581
Tunceli,Çemiþgezek,Tunceli Çemiþgezek,146629,144406,141818,142467,123823,62,1247
Uþak,Banaz,Uþak Banaz,426494,429630,426653,423015,398400,64,1170
Uþak,Eþme,Uþak Eþme,356833,385063,396806,412449,419349,64,1323
Uþak,Karahallý,Uþak Karahallý,143178,146784,142131,144073,146503,64,1436
Uþak,Merkez,Uþak Merkez,694533,702209,696576,701616,621212,64,1704
Uþak,Sivaslý,Uþak Sivaslý,251411,250394,236767,233976,237828,64,1629
Uþak,Ulubey,Uþak Ulubey,347655,362847,366358,366040,365501,64,1697
Van,Bahçesaray,Van Bahçesaray,30400,37171,36567,40778,41160,65,1770
Van,Baþkale,Van Baþkale,400257,467930,491782,501844,465265,65,1175
Van,Edremit,Van Edremit,101158,105793,126226,126925,126579,65,1918
Van,Erciþ,Van Erciþ,422260,508829,520629,529907,529344,65,1309
Van,Gevaþ,Van Gevaþ,107333,127117,131856,133148,135724,65,1350
Van,Gürpýnar,Van Gürpýnar,382232,644273,659441,657103,657777,65,1372
Van,Muradiye,Van Muradiye,150270,227044,234503,236967,237404,65,1533
Van,Saray,Van Saray,102119,127489,131006,131069,134720,65,1980
Van,Tuþba,Van Tuþba,309245,327109,332781,315068,311656,65,2099
Van,Çaldýran,Van Çaldýran,237568,328068,333947,328164,332547,65,1786
Van,Çatak,Van Çatak,120984,223376,237192,238923,241891,65,1236
Van,Özalp,Van Özalp,333954,358406,366450,366453,366554,65,1565
Van,Ýpekyolu,Van Ýpekyolu,194501,205710,211033,211024,222430,65,2098
Yalova,Altýnova,Yalova Altýnova,22125,26045,26140,26785,26353,77,2019
Yalova,Armutlu,Yalova Armutlu,29324,25750,25847,25794,25843,77,2020
Yalova,Merkez,Yalova Merkez,14809,15789,15703,15575,15559,77,1716
Yalova,Termal,Yalova Termal,4341,5036,5201,5303,5449,77,2026
Yalova,Çiftlikköy,Yalova Çiftlikköy,34378,34686,35754,34822,34849,77,2022
Yalova,Çýnarcýk,Yalova Çýnarcýk,10051,10131,10218,10209,10256,77,2021
Yozgat,Akdaðmadeni,Yozgat Akdaðmadeni,341616,340947,350127,344445,334073,66,1117
Yozgat,Aydýncýk,Yozgat Aydýncýk,195903,128475,126508,125367,124472,66,1877
Yozgat,Boðazlýyan,Yozgat Boðazlýyan,866830,857231,812104,822604,845834,66,1198
Yozgat,Kadýþehri,Yozgat Kadýþehri,178334,183145,201638,203168,173694,66,1952
Yozgat,Merkez,Yozgat Merkez,821933,816194,790515,786542,792500,66,1733
Yozgat,Saraykent,Yozgat Saraykent,82213,97038,96537,95980,86223,66,1982
Yozgat,Sarýkaya,Yozgat Sarýkaya,830891,851152,825691,824545,824532,66,1602
Yozgat,Sorgun,Yozgat Sorgun,888960,907983,902361,901291,928566,66,1635
Yozgat,Yenifakýlý,Yozgat Yenifakýlý,231675,240079,225387,232038,229625,66,1998
Yozgat,Yerköy,Yozgat Yerköy,743312,742197,711943,714179,708564,66,1726
Yozgat,Çandýr,Yozgat Çandýr,137739,134229,137901,139032,137994,66,1895
Yozgat,Çayýralan,Yozgat Çayýralan,185766,185900,192218,191534,191478,66,1242
Yozgat,Çekerek,Yozgat Çekerek,140224,139982,149262,152802,143919,66,1245
Yozgat,Þefaatli,Yozgat Þefaatli,584533,579219,573009,566502,588263,66,1655
Zonguldak,Alaplý,Zonguldak Alaplý,107161,106447,105928,105664,105765,67,1758
Zonguldak,Devrek,Zonguldak Devrek,38045,23954,25893,29003,29982,67,1276
Zonguldak,Ereðli,Zonguldak Ereðli,166213,154298,141944,140781,123554,67,1313
Zonguldak,Gökçebey,Zonguldak Gökçebey,40130,23427,24565,26835,27049,67,1926
Zonguldak,Kilimli,Zonguldak Kilimli,3998,3806,3796,3845,3845,67,2100
Zonguldak,Kozlu,Zonguldak Kozlu,9059,8787,9343,9576,8972,67,2101
Zonguldak,Merkez,Zonguldak Merkez,9359,9257,10467,11342,12111,67,1741
Zonguldak,Çaycuma,Zonguldak Çaycuma,112477,75677,80828,80481,64612,67,1240
Çanakkale,Ayvacýk,Çanakkale Ayvacýk,243006,247025,245455,243016,242999,17,1160
Çanakkale,Bayramiç,Çanakkale Bayramiç,319038,317158,317414,314902,315374,17,1180
Çanakkale,Biga,Çanakkale Biga,599485,603688,598162,575470,585449,17,1190
Çanakkale,Bozcaada,Çanakkale Bozcaada,16419,16514,16513,16634,16760,17,1205
Çanakkale,Eceabat,Çanakkale Eceabat,161516,165773,162637,163138,166340,17,1293
Çanakkale,Ezine,Çanakkale Ezine,267717,268262,267320,263947,268469,17,1326
Çanakkale,Gelibolu,Çanakkale Gelibolu,388745,395539,394425,383660,393209,17,1340
Çanakkale,Gökçeada,Çanakkale Gökçeada,28701,29069,29389,29491,29875,17,1408
Çanakkale,Lapseki,Çanakkale Lapseki,210163,224334,221783,210614,231215,17,1503
Çanakkale,Merkez,Çanakkale Merkez,241365,245163,240704,226202,233341,17,1230
Çanakkale,Yenice,Çanakkale Yenice,282133,280926,280680,281665,277433,17,1722
Çanakkale,Çan,Çanakkale Çan,213774,228281,229679,222946,211683,17,1229
Çankýrý,Atkaracalar,Çankýrý Atkaracalar,147528,97217,97267,97267,97267,18,1765
Çankýrý,Bayramören,Çankýrý Bayramören,16305,15857,15933,15857,15857,18,1885
Çankýrý,Eldivan,Çankýrý Eldivan,113536,85092,85101,84844,84733,18,1300
Çankýrý,Ilgaz,Çankýrý Ilgaz,35205,140493,140493,140493,140493,18,1399
Çankýrý,Korgun,Çankýrý Korgun,37373,41180,41182,40294,40536,18,1963
Çankýrý,Kurþunlu,Çankýrý Kurþunlu,98886,138370,139433,138820,138820,18,1494
Çankýrý,Kýzýlýrmak,Çankýrý Kýzýlýrmak,301999,317038,319958,318781,319116,18,1817
Çankýrý,Merkez,Çankýrý Merkez,650669,603705,603030,603474,607179,18,1232
Çankýrý,Orta,Çankýrý Orta,111877,130275,136599,136599,144599,18,1555
Çankýrý,Yapraklý,Çankýrý Yapraklý,182528,175850,175850,175850,171460,18,1718
Çankýrý,Çerkeþ,Çankýrý Çerkeþ,207972,269052,270390,273678,282738,18,1248
Çankýrý,Þabanözü,Çankýrý Þabanözü,172577,181110,181092,173146,181102,18,1649
Çorum,Alaca,Çorum Alaca,834464,860568,867493,867790,867512,19,1124
Çorum,Bayat,Çorum Bayat,294439,293563,314986,317644,317007,19,1177
Çorum,Boðazkale,Çorum Boðazkale,103369,109011,110406,104867,105142,19,1778
Çorum,Dodurga,Çorum Dodurga,62319,43293,66270,67573,66973,19,1911
Çorum,Kargý,Çorum Kargý,80842,81349,104715,105714,105809,19,1445
Çorum,Laçin,Çorum Laçin,83525,80328,80012,78875,79778,19,1972
Çorum,Mecitözü,Çorum Mecitözü,401599,401763,420688,421983,420532,19,1520
Çorum,Merkez,Çorum Merkez,1279005,1328469,1190942,1223756,1222380,19,1259
Çorum,Ortaköy,Çorum Ortaköy,123451,117349,136601,137453,138929,19,1556
Çorum,Osmancýk,Çorum Osmancýk,232482,234636,234375,234777,234129,19,1558
Çorum,Oðuzlar,Çorum Oðuzlar,55160,55627,55226,55126,55126,19,1976
Çorum,Sungurlu,Çorum Sungurlu,1143668,1162300,1156912,1159749,1160019,19,1642
Çorum,Uðurludað,Çorum Uðurludað,265751,271099,219650,219282,220149,19,1850
Çorum,Ýskilip,Çorum Ýskilip,370414,375843,415761,385050,386880,19,1414
Ýstanbul,Adalar,Ýstanbul Adalar,0,0,0,0,0,34,1103
Ýstanbul,Arnavutköy,Ýstanbul Arnavutköy,70864,71720,71573,71541,77677,34,2048
Ýstanbul,Ataþehir,Ýstanbul Ataþehir,0,0,0,0,0,34,2049
Ýstanbul,Avcýlar,Ýstanbul Avcýlar,3118,4215,3250,4051,2659,34,2003
Ýstanbul,Bahçelievler,Ýstanbul Bahçelievler,0,0,0,0,0,34,2005
Ýstanbul,Bakýrköy,Ýstanbul Bakýrköy,0,0,0,0,0,34,1166
Ýstanbul,Bayrampaþa,Ýstanbul Bayrampaþa,0,0,0,0,0,34,1886
Ýstanbul,Baðcýlar,Ýstanbul Baðcýlar,0,0,0,0,0,34,2004
Ýstanbul,Baþakþehir,Ýstanbul Baþakþehir,11020,11085,11100,11100,8422,34,2050
Ýstanbul,Beykoz,Ýstanbul Beykoz,9223,10119,10141,10142,9112,34,1185
Ýstanbul,Beylikdüzü,Ýstanbul Beylikdüzü,617,547,405,304,203,34,2051
Ýstanbul,Beyoðlu,Ýstanbul Beyoðlu,0,0,0,0,0,34,1186
Ýstanbul,Beþiktaþ,Ýstanbul Beþiktaþ,0,0,0,0,0,34,1183
Ýstanbul,Büyükçekmece,Ýstanbul Büyükçekmece,35811,38459,43959,44029,44029,34,1782
Ýstanbul,Esenler,Ýstanbul Esenler,0,0,0,0,0,34,2016
Ýstanbul,Esenyurt,Ýstanbul Esenyurt,287,266,266,266,128,34,2053
Ýstanbul,Eyüpsultan,Ýstanbul Eyüpsultan,162,158,662,663,163,34,1325
Ýstanbul,Fatih,Ýstanbul Fatih,0,0,0,0,0,34,1327
Ýstanbul,Gaziosmanpaþa,Ýstanbul Gaziosmanpaþa,0,0,0,0,0,34,1336
Ýstanbul,Güngören,Ýstanbul Güngören,3,0,0,0,0,34,2010
Ýstanbul,Kadýköy,Ýstanbul Kadýköy,0,0,0,0,0,34,1421
Ýstanbul,Kartal,Ýstanbul Kartal,69,71,71,71,71,34,1449
Ýstanbul,Kaðýthane,Ýstanbul Kaðýthane,0,0,0,0,0,34,1810
Ýstanbul,Küçükçekmece,Ýstanbul Küçükçekmece,0,0,0,0,0,34,1823
Ýstanbul,Maltepe,Ýstanbul Maltepe,0,0,8,9,14,34,2012
Ýstanbul,Pendik,Ýstanbul Pendik,3404,4049,4039,4166,4164,34,1835
Ýstanbul,Sancaktepe,Ýstanbul Sancaktepe,2045,2045,2042,2044,2040,34,2054
Ýstanbul,Sarýyer,Ýstanbul Sarýyer,270,280,418,422,425,34,1604
Ýstanbul,Silivri,Ýstanbul Silivri,415346,414093,413317,413546,390359,34,1622
Ýstanbul,Sultanbeyli,Ýstanbul Sultanbeyli,0,0,0,0,0,34,2014
Ýstanbul,Sultangazi,Ýstanbul Sultangazi,0,0,0,0,0,34,2055
Ýstanbul,Tuzla,Ýstanbul Tuzla,3625,3769,3276,3183,3284,34,2015
Ýstanbul,Zeytinburnu,Ýstanbul Zeytinburnu,0,0,0,0,0,34,1739
Ýstanbul,Çatalca,Ýstanbul Çatalca,148158,148078,162163,162162,162162,34,1237
Ýstanbul,Çekmeköy,Ýstanbul Çekmeköy,240,240,1637,1923,1902,34,2052
Ýstanbul,Ümraniye,Ýstanbul Ümraniye,0,0,0,0,0,34,1852
Ýstanbul,Üsküdar,Ýstanbul Üsküdar,0,0,0,0,0,34,1708
Ýstanbul,Þile,Ýstanbul Þile,36375,40855,40102,40125,39322,34,1659
Ýstanbul,Þiþli,Ýstanbul Þiþli,0,0,0,0,0,34,1663
Ýzmir,Aliaða,Ýzmir Aliaða,106581,77277,64905,67815,68076,35,1128
Ýzmir,Balçova,Ýzmir Balçova,2012,2049,2058,1992,1904,35,2006
Ýzmir,Bayraklý,Ýzmir Bayraklý,222,107,152,151,89,35,2056
Ýzmir,Bayýndýr,Ýzmir Bayýndýr,304246,319086,321373,307825,307133,35,1178
Ýzmir,Bergama,Ýzmir Bergama,377922,333999,324655,289199,378312,35,1181
Ýzmir,Beydað,Ýzmir Beydað,58099,60063,61273,61342,61362,35,1776
Ýzmir,Bornova,Ýzmir Bornova,9931,9932,10094,8575,8617,35,1203
Ýzmir,Buca,Ýzmir Buca,20089,23908,20687,19918,20026,35,1780
Ýzmir,Dikili,Ýzmir Dikili,120388,123933,137968,119383,132957,35,1280
Ýzmir,Foça,Ýzmir Foça,45341,49352,49531,48307,40378,35,1334
Ýzmir,Gaziemir,Ýzmir Gaziemir,2610,2817,2657,2657,2700,35,2009
Ýzmir,Güzelbahçe,Ýzmir Güzelbahçe,8140,8036,9367,9190,9190,35,2018
Ýzmir,Karabaðlar,Ýzmir Karabaðlar,3682,3682,3714,3728,3736,35,2057
Ýzmir,Karaburun,Ýzmir Karaburun,37585,36443,36429,20541,21125,35,1432
Ýzmir,Karþýyaka,Ýzmir Karþýyaka,3155,3128,2994,3003,2476,35,1448
Ýzmir,Kemalpaþa,Ýzmir Kemalpaþa,217489,216234,215535,212679,212902,35,1461
Ýzmir,Kiraz,Ýzmir Kiraz,175173,186410,230432,235961,232981,35,1477
Ýzmir,Konak,Ýzmir Konak,0,0,0,0,0,35,1819
Ýzmir,Kýnýk,Ýzmir Kýnýk,96941,95575,102463,99317,99834,35,1467
Ýzmir,Menderes,Ýzmir Menderes,225412,231452,215832,215683,215560,35,1826
Ýzmir,Menemen,Ýzmir Menemen,217231,194789,207550,248709,210931,35,1521
Ýzmir,Narlýdere,Ýzmir Narlýdere,1463,1409,1256,1206,1203,35,2013
Ýzmir,Seferihisar,Ýzmir Seferihisar,84866,84499,84364,84726,82972,35,1611
Ýzmir,Selçuk,Ýzmir Selçuk,140268,150186,148524,148602,148602,35,1612
Ýzmir,Tire,Ýzmir Tire,266373,266415,373321,341277,321432,35,1677
Ýzmir,Torbalý,Ýzmir Torbalý,303764,310670,296537,301978,303227,35,1682
Ýzmir,Urla,Ýzmir Urla,68793,67195,72653,72603,72627,35,1703
Ýzmir,Çeþme,Ýzmir Çeþme,15489,16569,16498,16596,16506,35,1251
Ýzmir,Çiðli,Ýzmir Çiðli,9786,8047,7136,5705,3992,35,2007
Ýzmir,Ödemiþ,Ýzmir Ödemiþ,333930,337803,407552,461716,486768,35,1563
Þanlýurfa,Akçakale,Þanlýurfa Akçakale,915819,876367,962995,926761,813794,63,1115
Þanlýurfa,Birecik,Þanlýurfa Birecik,649936,654810,647030,643668,771041,63,1194
Þanlýurfa,Bozova,Þanlýurfa Bozova,813154,766114,774254,767177,743609,63,1209
Þanlýurfa,Ceylanpýnar,Þanlýurfa Ceylanpýnar,1008879,1250087,1218692,1265045,1271219,63,1220
Þanlýurfa,Eyyübiye,Þanlýurfa Eyyübiye,576518,537845,558455,607893,573467,63,2091
Þanlýurfa,Halfeti,Þanlýurfa Halfeti,355012,331328,331386,332016,352987,63,1378
Þanlýurfa,Haliliye,Þanlýurfa Haliliye,871191,854454,850209,878602,843312,63,2092
Þanlýurfa,Harran,Þanlýurfa Harran,961740,836342,850319,895619,619192,63,1800
Þanlýurfa,Hilvan,Þanlýurfa Hilvan,662719,756117,788343,856006,906535,63,1393
Þanlýurfa,Karaköprü,Þanlýurfa Karaköprü,461660,460786,553958,551869,680527,63,2093
Þanlýurfa,Siverek,Þanlýurfa Siverek,1530137,1496338,1811366,1839159,1910549,63,1630
Þanlýurfa,Suruç,Þanlýurfa Suruç,619551,593959,616634,632834,637966,63,1643
Þanlýurfa,Viranþehir,Þanlýurfa Viranþehir,1070362,1031004,1077936,1036936,982864,63,1713
Þýrnak,Beytüþþebap,Þýrnak Beytüþþebap,45058,44976,44966,44966,44966,73,1189
Þýrnak,Cizre,Þýrnak Cizre,110186,112783,112778,112778,112778,73,1223
Þýrnak,Güçlükonak,Þýrnak Güçlükonak,37846,38834,38829,38829,38829,73,1931
Þýrnak,Merkez,Þýrnak Merkez,115264,118828,122483,122483,122483,73,1661
Þýrnak,Silopi,Þýrnak Silopi,298758,289215,289175,289175,289175,73,1623
Þýrnak,Uludere,Þýrnak Uludere,75538,77189,77186,77186,77186,73,1698
Þýrnak,Ýdil,Þýrnak Ýdil,384788,383190,383190,383190,383190,73,1403
