il_kod,ilce_kod,il_adi,ilce_adi,gida_mevcut,gida_tahmin,gida_tahmin_yuvarlak,gida_fark,gida_durumu,nufus_18plus,yuzolcum,toplam_hayvan_2024,denetim_sayisi,tarim_alani_2024
34,1708,Ýstanbul,Üsküdar,11.0,8.856161,9,2.0,norm_fazlasi,417788,,72,9782.0,0.0
34,1739,Ýstanbul,Zeytinburnu,7.0,4.8412085,5,2.0,norm_fazlasi,212093,,73,5358.0,0.0
35,1128,Ýzmir,Aliaða,7.0,2.5269792,3,4.0,norm_fazlasi,78209,,297,1997.0,68076.0
35,2006,Ýzmir,Balçova,6.0,3.2844427,3,3.0,norm_fazlasi,65168,,210,2430.0,1904.0
35,1178,Ýzmir,Bayýndýr,1.0,1.3678991,1,0.0,dengede,32048,,439,1377.0,307133.0
35,2056,Ýzmir,Bayraklý,7.0,4.933405,5,2.0,norm_fazlasi,236948,,134,4778.0,89.0
35,1181,Ýzmir,Bergama,4.0,3.050964,3,1.0,norm_fazlasi,86963,,529,2564.0,378312.0
35,1776,Ýzmir,Beydað,2.0,1.3329856,1,1.0,norm_fazlasi,9744,,365,422.0,61362.0
35,1203,Ýzmir,Bornova,10.0,10.357912,10,0.0,dengede,356330,,273,11208.0,8617.0
35,1780,Ýzmir,Buca,9.0,9.93683,10,-1.0,dengede,409366,,326,9411.0,20026.0
35,1251,Ýzmir,Çeþme,2.0,2.8529484,3,-1.0,norm_eksigi,41953,,336,2274.0,16506.0
35,2007,Ýzmir,Çiðli,7.0,4.628812,5,2.0,norm_fazlasi,172843,,234,3749.0,3992.0
35,1280,Ýzmir,Dikili,3.0,2.4344866,2,1.0,norm_fazlasi,39212,,433,1876.0,132957.0
35,1334,Ýzmir,Foça,2.0,1.9160434,2,0.0,dengede,30822,,405,1356.0,40378.0
35,2009,Ýzmir,Gaziemir,3.0,4.011877,4,-1.0,norm_eksigi,106340,,238,3072.0,2700.0
35,2018,Ýzmir,Güzelbahçe,2.0,2.26871,2,0.0,dengede,30683,,279,1084.0,9190.0
35,2057,Ýzmir,Karabaðlar,8.0,8.056913,8,0.0,dengede,370990,,158,7795.0,3736.0
35,1432,Ýzmir,Karaburun,3.0,1.2662963,1,2.0,norm_fazlasi,6065,,253,700.0,21125.0
35,1448,Ýzmir,Karþýyaka,7.0,7.0835934,7,0.0,dengede,283320,,161,7286.0,2476.0
35,1461,Ýzmir,Kemalpaþa,2.0,4.0841494,4,-2.0,norm_eksigi,83712,,386,2481.0,212902.0
35,1467,Ýzmir,Kýnýk,2.0,1.468052,1,1.0,norm_fazlasi,20806,,404,663.0,99834.0
35,1477,Ýzmir,Kiraz,1.0,1.5569887,2,-1.0,norm_eksigi,26772,,351,1095.0,232981.0
35,1819,Ýzmir,Konak,11.0,8.894588,9,2.0,norm_fazlasi,263432,,75,12986.0,0.0
35,1826,Ýzmir,Menderes,3.0,3.3689537,3,0.0,dengede,86673,,501,2397.0,215560.0
35,1521,Ýzmir,Menemen,4.0,4.734035,5,-1.0,norm_eksigi,157792,,509,3629.0,210931.0
35,2013,Ýzmir,Narlýdere,2.0,1.8483957,2,0.0,dengede,51385,,109,1005.0,1203.0
35,1563,Ýzmir,Ödemiþ,4.0,3.871865,4,0.0,dengede,101782,,402,3028.0,486768.0
35,1611,Ýzmir,Seferihisar,3.0,2.9891965,3,0.0,dengede,47113,,380,2042.0,82972.0
35,1612,Ýzmir,Selçuk,2.0,2.5326045,3,-1.0,norm_eksigi,28901,,425,1659.0,148602.0
35,1677,Ýzmir,Tire,3.0,2.605096,3,0.0,dengede,69241,,379,3059.0,321432.0
35,1682,Ýzmir,Torbalý,4.0,4.7725415,5,-1.0,norm_eksigi,160522,,462,3666.0,303227.0
35,1703,Ýzmir,Urla,4.0,3.549831,4,0.0,dengede,66540,,392,2865.0,72627.0
46,1107,Kahramanmaraþ,Afþin,0.0,0.11793901,0,0.0,dengede,59073,,423,831.0,640415.0
46,1136,Kahramanmaraþ,Andýrýn,0.0,0.07121784,0,0.0,dengede,25298,,409,510.0,213231.0
46,1785,Kahramanmaraþ,Çaðlayancerit,0.0,0.00879097,0,0.0,dengede,15843,,258,196.0,63143.0
46,2084,Kahramanmaraþ,Dulkadiroðlu,2.0,2.850381,3,-1.0,norm_eksigi,141960,,503,1843.0,247401.0
46,1919,Kahramanmaraþ,Ekinözü,0.0,0.009951532,0,0.0,dengede,7683,,320,67.0,51786.0
46,1299,Kahramanmaraþ,Elbistan,3.0,1.519146,2,1.0,norm_fazlasi,97049,,376,1007.0,972327.0
46,1353,Kahramanmaraþ,Göksun,2.0,1.008007,1,1.0,norm_fazlasi,33464,,418,528.0,249948.0
46,1975,Kahramanmaraþ,Nurhak,0.0,0.010220908,0,0.0,dengede,7841,,298,106.0,34233.0
46,2085,Kahramanmaraþ,Onikiþubat,4.0,5.301616,5,-1.0,norm_eksigi,295362,,481,3473.0,278368.0
46,1570,Kahramanmaraþ,Pazarcýk,2.0,1.0282005,1,1.0,norm_fazlasi,49672,,407,379.0,332196.0
46,1694,Kahramanmaraþ,Türkoðlu,1.0,1.8346801,2,-1.0,norm_eksigi,52131,,594,608.0,233033.0
78,1296,Karabük,Eflani,0.0,0.0,0,0.0,dengede,1698,,272,107.0,132286.0
78,1321,Karabük,Eskipazar,0.0,0.01079648,0,0.0,dengede,5259,,385,175.0,164702.0
78,1561,Karabük,Ovacýk,0.0,0.0,0,0.0,dengede,1122,,341,27.0,40153.0
78,1587,Karabük,Safranbolu,1.0,2.050647,2,-1.0,norm_eksigi,41138,,417,1709.0,72654.0
78,1856,Karabük,Yenice,0.0,0.02732718,0,0.0,dengede,9006,,291,306.0,4603.0
70,1768,Karaman,Ayrancý,0.0,0.0,0,0.0,dengede,1810,,508,98.0,796851.0
70,1884,Karaman,Baþyayla,0.0,0.0,0,0.0,dengede,1449,,264,45.0,19740.0
70,1316,Karaman,Ermenek,1.0,1.4853214,1,0.0,dengede,11307,,425,560.0,173707.0
70,1862,Karaman,Kazýmkarabekir,0.0,0.0,0,0.0,dengede,3282,,334,68.0,224600.0
70,1983,Karaman,Sarýveliler,0.0,0.006526388,0,0.0,dengede,6286,,235,176.0,44537.0
36,1756,Kars,Akyaka,0.0,0.00815627,0,0.0,dengede,1541,,213,125.0,210928.0
36,1149,Kars,Arpaçay,0.0,0.020746537,0,0.0,dengede,1696,,191,230.0,255577.0
36,1279,Kars,Digor,0.0,0.017254688,0,0.0,dengede,3805,,170,118.0,423708.0
36,1424,Kars,Kaðýzman,1.0,0.8269467,1,0.0,dengede,14686,,188,389.0,323160.0
36,1601,Kars,Sarýkamýþ,1.0,0.6860083,1,0.0,dengede,10901,,189,353.0,368312.0
36,1614,Kars,Selim,0.0,0.0017021671,0,0.0,dengede,3902,,206,103.0,315032.0
36,1645,Kars,Susuz,0.0,0.006663725,0,0.0,dengede,1492,,148,75.0,176627.0
37,1101,Kastamonu,Abana,0.0,0.0061917827,0,0.0,dengede,3107,,181,142.0,1780.0
37,1867,Kastamonu,Aðlý,0.0,0.0,0,0.0,dengede,1964,,197,53.0,20181.0
37,1140,Kastamonu,Araç,1.0,1.0600932,1,0.0,dengede,5352,,257,287.0,65901.0
37,1162,Kastamonu,Azdavay,0.0,0.0058890358,0,0.0,dengede,2423,,207,115.0,11436.0
37,1208,Kastamonu,Bozkurt,0.0,0.007429205,0,0.0,dengede,4246,,262,141.0,13128.0
37,1221,Kastamonu,Cide,0.0,0.028216772,0,0.0,dengede,9529,,279,392.0,39319.0
37,1238,Kastamonu,Çatalzeytin,0.0,0.022413872,0,0.0,dengede,2979,,233,178.0,1879.0
37,1264,Kastamonu,Daday,0.0,0.020611353,0,0.0,dengede,2142,,335,170.0,61207.0
37,1277,Kastamonu,Devrekani,0.0,0.0021469444,0,0.0,dengede,4091,,279,177.0,164967.0
37,1915,Kastamonu,Doðanyurt,0.0,0.0,0,0.0,dengede,847,,262,56.0,22573.0
37,1940,Kastamonu,Hanönü,0.0,0.0,0,0.0,dengede,1701,,287,54.0,13502.0
37,1805,Kastamonu,Ýhsangazi,0.0,0.0,0,0.0,dengede,2266,,254,99.0,58487.0
37,1410,Kastamonu,Ýnebolu,1.0,1.1540719,1,0.0,dengede,7132,,299,440.0,34809.0
37,1499,Kastamonu,Küre,0.0,0.0,0,0.0,dengede,1774,,225,77.0,5311.0
37,1836,Kastamonu,Pýnarbaþý,0.0,0.0007449016,0,0.0,dengede,1990,,168,95.0,4187.0
37,1984,Kastamonu,Seydiler,0.0,0.0,0,0.0,dengede,2455,,322,114.0,59447.0
37,1845,Kastamonu,Þenpazar,0.0,0.0,0,0.0,dengede,1361,,227,72.0,1707.0
37,1666,Kastamonu,Taþköprü,1.0,1.1514485,1,0.0,dengede,12956,,403,487.0,220650.0
37,1685,Kastamonu,Tosya,1.0,1.0645566,1,0.0,dengede,22576,,416,670.0,171646.0
38,1752,Kayseri,Akkýþla,0.0,0.0,0,0.0,dengede,5024,,319,40.0,99508.0
38,1218,Kayseri,Bünyan,1.0,0.97490066,1,0.0,dengede,25601,,386,577.0,664194.0
38,1275,Kayseri,Develi,2.0,1.8228179,2,0.0,dengede,51721,,448,1075.0,613349.0
38,1330,Kayseri,Felahiye,0.0,0.0,0,0.0,dengede,5253,,328,137.0,227962.0
38,1936,Kayseri,Hacýlar,1.0,1.471131,1,0.0,dengede,9513,,330,662.0,26698.0
38,1409,Kayseri,Ýncesu,0.0,0.062405627,0,0.0,dengede,22037,,440,538.0,251507.0
38,1863,Kayseri,Kocasinan,12.0,7.2092233,7,5.0,norm_fazlasi,303246,,478,6452.0,775963.0
38,1864,Kayseri,Melikgazi,15.0,10.072019,10,5.0,norm_fazlasi,404830,,412,7923.0,181323.0
38,1978,Kayseri,Özvatan,0.0,0.0,0,0.0,dengede,3089,,339,57.0,70733.0
38,1576,Kayseri,Pýnarbaþý,1.0,0.42047426,0,1.0,norm_fazlasi,18004,,360,363.0,1341974.0
38,1603,Kayseri,Sarýoðlan,0.0,0.031815678,0,0.0,dengede,9447,,370,193.0,367785.0
38,1605,Kayseri,Sarýz,0.0,0.007038437,0,0.0,dengede,9663,,223,186.0,199844.0
38,1846,Kayseri,Talas,2.0,3.0425143,3,-1.0,norm_eksigi,129101,,349,2249.0,202663.0
38,1680,Kayseri,Tomarza,1.0,0.7277618,1,0.0,dengede,19049,,306,440.0,610673.0
38,1715,Kayseri,Yahyalý,0.0,0.07379058,0,0.0,dengede,28616,,385,741.0,201381.0
38,1727,Kayseri,Yeþilhisar,1.0,0.93505305,1,0.0,dengede,12380,,392,374.0,359292.0
71,1880,Kýrýkkale,Bahþýlý,0.0,0.0009555593,0,0.0,dengede,6035,,357,,109582.0
71,1882,Kýrýkkale,Balýþeyh,0.0,0.0,0,0.0,dengede,1756,,376,83.0,437784.0
71,1901,Kýrýkkale,Çelebi,0.0,0.0,0,0.0,dengede,883,,355,21.0,114821.0
71,1268,Kýrýkkale,Delice,0.0,0.014375225,0,0.0,dengede,5252,,391,127.0,490647.0
71,1954,Kýrýkkale,Karakeçili,0.0,0.0,0,0.0,dengede,2899,,407,54.0,107322.0
71,1463,Kýrýkkale,Keskin,1.0,0.67690265,1,0.0,dengede,8072,,370,206.0,789623.0
71,1638,Kýrýkkale,Sulakyurt,0.0,0.0,0,0.0,dengede,2157,,461,63.0,320293.0
71,1992,Kýrýkkale,Yahþihan,0.0,0.08381047,0,0.0,dengede,32674,,340,1132.0,104321.0
39,1163,Kýrklareli,Babaeski,3.0,1.8563293,2,1.0,norm_fazlasi,29688,,463,1105.0,520848.0
39,1270,Kýrklareli,Demirköy,0.0,0.017211251,0,0.0,dengede,4974,,339,160.0,7584.0
39,1480,Kýrklareli,Kofçaz,0.0,0.0,0,0.0,dengede,580,,309,53.0,101286.0
39,1505,Kýrklareli,Lüleburgaz,4.0,4.494305,4,0.0,dengede,111299,,512,3423.0,812211.0
39,1572,Kýrklareli,Pehlivanköy,0.0,0.0,0,0.0,dengede,1465,,272,80.0,86355.0
39,1577,Kýrklareli,Pýnarhisar,0.0,0.050369367,0,0.0,dengede,10467,,419,334.0,176823.0
39,1714,Kýrklareli,Vize,1.0,1.5435988,2,-1.0,norm_eksigi,15790,,453,811.0,204548.0
40,1869,Kýrþehir,Akçakent,0.0,0.0,0,0.0,dengede,633,,247,36.0,130574.0
40,1754,Kýrþehir,Akpýnar,0.0,0.0,0,0.0,dengede,2186,,301,65.0,215118.0
40,1890,Kýrþehir,Boztepe,0.0,0.0,0,0.0,dengede,2402,,279,56.0,533163.0
40,1254,Kýrþehir,Çiçekdaðý,0.0,0.00586088,0,0.0,dengede,7248,,309,47.0,376643.0
40,1429,Kýrþehir,Kaman,1.0,0.926202,1,0.0,dengede,17822,,452,501.0,762957.0
40,1529,Kýrþehir,Mucur,0.0,0.06535003,0,0.0,dengede,10189,,426,246.0,591537.0
79,2023,Kilis,Elbeyli,0.0,0.0,0,0.0,dengede,1056,,290,29.0,214545.0
79,2024,Kilis,Musabeyli,0.0,0.0,0,0.0,dengede,777,,277,87.0,235090.0
79,2025,Kilis,Polateli,0.0,0.0,0,0.0,dengede,804,,304,14.0,151630.0
41,2058,Kocaeli,Baþiskele,1.0,2.8572576,3,-2.0,norm_eksigi,90910,,319,1507.0,9163.0
41,2059,Kocaeli,Çayýrova,1.0,1.3231535,1,0.0,dengede,110833,,73,1716.0,0.0
41,2060,Kocaeli,Darýca,2.0,2.5351665,3,-1.0,norm_eksigi,166726,,123,1792.0,251.0
41,2030,Kocaeli,Derince,3.0,2.152168,2,1.0,norm_fazlasi,110636,,259,991.0,52321.0
41,2061,Kocaeli,Dilovasý,2.0,2.0234442,2,0.0,dengede,36434,,105,962.0,125.0
41,1338,Kocaeli,Gebze,6.0,5.743839,6,0.0,dengede,300913,,334,3327.0,75908.0
41,1355,Kocaeli,Gölcük,3.0,3.4283636,3,0.0,dengede,133815,,349,1784.0,6942.0
41,2062,Kocaeli,Ýzmit,9.0,6.993219,7,2.0,norm_fazlasi,289629,,429,5484.0,122240.0
41,1430,Kocaeli,Kandýra,1.0,1.5306062,2,-1.0,norm_eksigi,41560,,341,951.0,356145.0
41,1440,Kocaeli,Karamürsel,2.0,1.7174108,2,0.0,dengede,46810,,422,965.0,101414.0
41,2063,Kocaeli,Kartepe,1.0,2.8282444,3,-2.0,norm_eksigi,108288,,336,1574.0,21002.0
41,1821,Kocaeli,Körfez,4.0,3.3434067,3,1.0,norm_fazlasi,130809,,291,1773.0,76012.0
42,1868,Konya,Ahýrlý,0.0,0.0065085366,0,0.0,dengede,2938,,332,76.0,82868.0
42,1753,Konya,Akören,0.0,0.020395234,0,0.0,dengede,4624,,442,142.0,211675.0
42,1122,Konya,Akþehir,2.0,2.3869987,2,0.0,dengede,69604,,496,1841.0,359368.0
42,1760,Konya,Altýnekin,1.0,0.67419785,1,0.0,dengede,10230,,442,222.0,731411.0
42,1188,Konya,Beyþehir,1.0,2.9421072,3,-2.0,norm_eksigi,58843,,486,1257.0,543833.0
42,1207,Konya,Bozkýr,1.0,1.1155763,1,0.0,dengede,20874,,448,560.0,174559.0
42,1222,Konya,Cihanbeyli,2.0,1.5112544,2,0.0,dengede,41114,,440,988.0,2142128.0
42,1902,Konya,Çeltik,0.0,0.026457049,0,0.0,dengede,10695,,370,112.0,348322.0
42,1262,Konya,Çumra,2.0,1.9064935,2,0.0,dengede,45927,,533,928.0,1315278.0
42,1907,Konya,Derbent,0.0,0.0,0,0.0,dengede,3315,,395,60.0,123263.0
42,1789,Konya,Derebucak,0.0,0.0021669865,0,0.0,dengede,4661,,288,120.0,23956.0
42,1285,Konya,Doðanhisar,0.0,0.02421619,0,0.0,dengede,8826,,418,174.0,223889.0
42,1920,Konya,Emirgazi,0.0,0.008207709,0,0.0,dengede,5926,,332,66.0,404116.0
42,1312,Konya,Ereðli,4.0,4.2165933,4,0.0,dengede,103183,,481,2773.0,1085588.0
42,1933,Konya,Güneysýnýr,0.0,0.00886634,0,0.0,dengede,6388,,418,146.0,219747.0
42,1375,Konya,Hadim,0.0,0.0,0,0.0,dengede,9420,,287,95.0,81011.0
42,1937,Konya,Halkapýnar,0.0,0.0,0,0.0,dengede,3467,,359,84.0,57655.0
42,1804,Konya,Hüyük,1.0,1.4119034,1,0.0,dengede,12483,,430,340.0,202567.0
42,1400,Konya,Ilgýn,2.0,1.6846666,2,0.0,dengede,41434,,533,813.0,720517.0
42,1422,Konya,Kadýnhaný,1.0,1.3227487,1,0.0,dengede,22327,,490,483.0,1108479.0
42,1441,Konya,Karapýnar,2.0,1.5576181,2,0.0,dengede,35191,,446,953.0,1249149.0
42,1814,Konya,Karatay,8.0,6.68743,7,1.0,dengede,267096,,496,4967.0,1859978.0
42,1491,Konya,Kulu,1.0,1.2975204,1,0.0,dengede,36645,,393,1046.0,997042.0
42,1827,Konya,Meram,7.0,6.1429725,6,1.0,dengede,255204,,577,4348.0,637257.0
42,1598,Konya,Sarayönü,0.0,0.100343704,0,0.0,dengede,20707,,489,454.0,1155858.0
42,1839,Konya,Selçuklu,10.0,9.646136,10,0.0,dengede,490479,,475,7935.0,656491.0
42,1617,Konya,Seydiþehir,2.0,1.9873306,2,0.0,dengede,50475,,492,1053.0,386893.0
42,1848,Konya,Taþkent,0.0,0.0030849427,0,0.0,dengede,4384,,275,80.0,17213.0
42,1990,Konya,Tuzlukçu,0.0,0.016539551,0,0.0,dengede,5255,,412,134.0,380248.0
42,1994,Konya,Yalýhüyük,0.0,0.0,0,0.0,dengede,1504,,275,24.0,40119.0
42,1735,Konya,Yunak,0.0,0.089301534,0,0.0,dengede,15308,,411,270.0,1305556.0
43,1132,Kütahya,Altýntaþ,0.0,0.03633944,0,0.0,dengede,3939,,474,244.0,415861.0
43,1764,Kütahya,Aslanapa,0.0,0.0027706549,0,0.0,dengede,1509,,386,147.0,212858.0
43,1898,Kütahya,Çavdarhisar,0.0,0.0,0,0.0,dengede,1814,,380,95.0,172721.0
43,1288,Kütahya,Domaniç,0.0,0.027114652,0,0.0,dengede,5578,,359,225.0,94451.0
43,1790,Kütahya,Dumlupýnar,0.0,0.0,0,0.0,dengede,1038,,304,34.0,58608.0
43,1304,Kütahya,Emet,0.0,0.07397389,0,0.0,dengede,8474,,455,486.0,170195.0
43,1339,Kütahya,Gediz,2.0,1.2031186,1,1.0,norm_fazlasi,25945,,469,833.0,472029.0
43,1802,Kütahya,Hisarcýk,0.0,0.013073742,0,0.0,dengede,3800,,379,137.0,58337.0
43,1979,Kütahya,Pazarlar,0.0,0.0043523684,0,0.0,dengede,2635,,453,59.0,35923.0
43,1625,Kütahya,Simav,2.0,1.9377066,2,0.0,dengede,33577,,659,858.0,298538.0
43,1843,Kütahya,Þaphane,0.0,0.014128923,0,0.0,dengede,2488,,378,138.0,62102.0
43,1671,Kütahya,Tavþanlý,1.0,2.8213818,3,-2.0,norm_eksigi,65530,,554,2057.0,388498.0
44,1114,Malatya,Akçadað,1.0,0.979906,1,0.0,dengede,29819,,421,577.0,293511.0
44,1143,Malatya,Arapgir,0.0,0.018490069,0,0.0,dengede,8994,,366,186.0,170224.0
44,1148,Malatya,Arguvan,0.0,0.016895697,0,0.0,dengede,6473,,337,125.0,297335.0
44,1772,Malatya,Battalgazi,5.0,6.7688947,7,-2.0,norm_eksigi,220196,,431,4254.0,299963.0
44,1265,Malatya,Darende,1.0,0.92577404,1,0.0,dengede,21280,,412,645.0,386804.0
44,1286,Malatya,Doðanþehir,1.0,1.0819913,1,0.0,dengede,27139,,396,562.0,101774.0
44,1914,Malatya,Doðanyol,0.0,0.0092643425,0,0.0,dengede,4025,,333,112.0,25451.0
44,1390,Malatya,Hekimhan,0.0,0.02699259,0,0.0,dengede,15843,,336,337.0,292114.0
44,1953,Malatya,Kale,1.0,1.8947233,2,-1.0,norm_eksigi,5749,,304,276.0,22379.0
44,1969,Malatya,Kuluncak,0.0,0.016162917,0,0.0,dengede,7139,,368,125.0,198179.0
44,1582,Malatya,Pütürge,0.0,0.04064071,0,0.0,dengede,11438,,350,210.0,56767.0
44,1995,Malatya,Yazýhan,0.0,0.028568305,0,0.0,dengede,10898,,410,228.0,315827.0
44,1729,Malatya,Yeþilyurt,3.0,4.7938385,5,-2.0,norm_eksigi,207749,,437,4044.0,224453.0
45,1751,Manisa,Ahmetli,2.0,1.3050759,1,1.0,norm_fazlasi,14250,,468,338.0,115760.0
45,1118,Manisa,Akhisar,4.0,5.3250017,5,-1.0,norm_eksigi,136002,,508,4082.0,683693.0
45,1127,Manisa,Alaþehir,1.0,3.531467,4,-3.0,norm_eksigi,87601,,464,1501.0,362270.0
45,1269,Manisa,Demirci,0.0,0.21572453,0,0.0,dengede,29434,,549,615.0,291407.0
45,1793,Manisa,Gölmarmara,1.0,1.2885128,1,0.0,dengede,11290,,339,398.0,119236.0
45,1362,Manisa,Gördes,2.0,1.0257334,1,1.0,norm_fazlasi,21046,,408,623.0,304846.0
45,1470,Manisa,Kýrkaðaç,1.0,1.3487478,1,0.0,dengede,31852,,477,830.0,210927.0
45,1965,Manisa,Köprübaþý,1.0,1.0003163,1,0.0,dengede,10601,,358,206.0,192484.0
45,1489,Manisa,Kula,1.0,1.4959942,1,0.0,dengede,36697,,480,995.0,340096.0
45,1590,Manisa,Salihli,11.0,5.2178974,5,6.0,norm_fazlasi,122295,,602,3272.0,567487.0
45,1600,Manisa,Sarýgöl,2.0,1.5819263,2,0.0,dengede,28830,,459,536.0,188551.0
45,1606,Manisa,Saruhanlý,1.0,1.8715438,2,-1.0,norm_eksigi,47024,,391,1165.0,398187.0
45,1613,Manisa,Selendi,0.0,0.051479086,0,0.0,dengede,14094,,393,245.0,379164.0
45,1634,Manisa,Soma,2.0,2.5846748,3,-1.0,norm_eksigi,70925,,499,1643.0,206415.0
45,2086,Manisa,Þehzadeler,5.0,4.082344,4,1.0,norm_fazlasi,125804,,387,2604.0,329287.0
45,1689,Manisa,Turgutlu,5.0,4.54272,5,0.0,dengede,124244,,523,2525.0,249112.0
45,2087,Manisa,Yunusemre,6.0,5.173879,5,1.0,norm_fazlasi,200762,,404,3471.0,100704.0
47,2088,Mardin,Artuklu,2.0,2.9116821,3,-1.0,norm_eksigi,121357,,368,2511.0,328664.0
47,1787,Mardin,Dargeçit,1.0,0.8608052,1,0.0,dengede,15978,,240,180.0,163014.0
47,1273,Mardin,Derik,1.0,0.80170566,1,0.0,dengede,35078,,341,304.0,550583.0
47,1474,Mardin,Kýzýltepe,1.0,2.0947044,2,-1.0,norm_eksigi,168590,,373,1359.0,998840.0
47,1519,Mardin,Mazýdaðý,1.0,1.0437329,1,0.0,dengede,23209,,317,167.0,123958.0
47,1526,Mardin,Midyat,1.0,1.4887158,1,0.0,dengede,83358,,310,1199.0,374434.0
47,1547,Mardin,Nusaybin,0.0,0.12071305,0,0.0,dengede,77197,,390,696.0,268779.0
47,1564,Mardin,Ömerli,0.0,0.03517995,0,0.0,dengede,9342,,273,438.0,191155.0
47,1609,Mardin,Savur,0.0,0.025749065,0,0.0,dengede,14330,,369,99.0,212983.0
47,2002,Mardin,Yeþilli,0.0,0.012613811,0,0.0,dengede,7753,,314,68.0,35810.0
33,2064,Mersin,Akdeniz,10.0,5.816012,6,4.0,norm_fazlasi,180517,,336,4534.0,105454.0
33,1135,Mersin,Anamur,5.0,2.0102448,2,3.0,norm_fazlasi,56233,,358,1168.0,188435.0
33,1766,Mersin,Aydýncýk,1.0,1.1162835,1,0.0,dengede,9064,,397,110.0,53230.0
33,1779,Mersin,Bozyazý,1.0,1.5573918,2,-1.0,norm_eksigi,25615,,400,528.0,69329.0
33,1892,Mersin,Çamlýyayla,0.0,0.025028177,0,0.0,dengede,8591,,256,305.0,12658.0
33,1311,Mersin,Erdemli,6.0,5.073936,5,1.0,norm_fazlasi,128395,,398,4284.0,257926.0
33,1366,Mersin,Gülnar,1.0,1.0225761,1,0.0,dengede,35299,,277,293.0,196457.0
33,2065,Mersin,Mezitli,5.0,4.405769,4,1.0,norm_fazlasi,174066,,298,3094.0,49425.0
33,1536,Mersin,Mut,0.0,0.09888505,0,0.0,dengede,51726,,377,484.0,713100.0
33,1621,Mersin,Silifke,2.0,3.6542327,4,-2.0,norm_eksigi,99676,,533,2962.0,519729.0
33,1665,Mersin,Tarsus,8.0,6.218595,6,2.0,norm_fazlasi,266789,,623,3234.0,1004217.0
33,2066,Mersin,Toroslar,9.0,5.4149494,5,4.0,norm_fazlasi,228651,,360,3142.0,62265.0
33,2067,Mersin,Yeniþehir,8.0,5.8011646,6,2.0,norm_fazlasi,212799,,319,3804.0,26528.0
