il_kod,ilce_kod,il_adi,ilce_adi,veteriner_mevcut,veteriner_tahmin,veteriner_tahmin_yuvarlak,veteriner_fark,veteriner_durumu,nufus_18plus,yuzolcum,toplam_hayvan_2024,denetim_sayisi,tarim_alani_2024
17,1340,Çanakkale,Gelibolu,7.0,8.378299,8,-1.0,dengede,28560,,540,1017.0,393209.0
17,1408,Çanakkale,Gökçeada,3.0,2.8432038,3,0.0,dengede,6543,,428,697.0,29875.0
17,1503,Çanakkale,Lapseki,7.0,7.683242,8,-1.0,dengede,18147,,589,579.0,231215.0
17,1722,Çanakkale,Yenice,10.0,9.852672,10,0.0,dengede,8218,,506,755.0,277433.0
18,1765,Çankýrý,Atkaracalar,1.0,2.4292274,2,-1.0,norm_eksigi,3541,,315,48.0,97267.0
18,1885,Çankýrý,Bayramören,1.0,1.801587,2,-1.0,norm_eksigi,449,,292,10.0,15857.0
18,1248,Çankýrý,Çerkeþ,3.0,4.519844,5,-2.0,norm_eksigi,9533,,362,209.0,282738.0
18,1300,Çankýrý,Eldivan,3.0,2.5174637,3,0.0,dengede,2770,,400,62.0,84733.0
18,1399,Çankýrý,Ilgaz,2.0,2.3044324,2,0.0,dengede,6069,,383,173.0,140493.0
18,1817,Çankýrý,Kýzýlýrmak,3.0,2.3650367,2,1.0,norm_fazlasi,1621,,352,96.0,319116.0
18,1963,Çankýrý,Korgun,1.0,1.9890554,2,-1.0,norm_eksigi,1862,,359,40.0,40536.0
18,1494,Çankýrý,Kurþunlu,2.0,3.7490017,4,-2.0,norm_eksigi,5465,,317,122.0,138820.0
18,1555,Çankýrý,Orta,5.0,3.7741022,4,1.0,norm_fazlasi,9534,,259,107.0,144599.0
18,1649,Çankýrý,Þabanözü,2.0,3.698469,4,-2.0,norm_eksigi,7179,,349,142.0,181102.0
18,1718,Çankýrý,Yapraklý,3.0,2.1070485,2,1.0,norm_fazlasi,1458,,424,37.0,171460.0
19,1124,Çorum,Alaca,5.0,6.6021976,7,-2.0,norm_eksigi,14303,,469,360.0,867512.0
19,1177,Çorum,Bayat,3.0,4.261161,4,-1.0,norm_eksigi,4231,,417,185.0,317007.0
19,1778,Çorum,Boðazkale,3.0,2.1317687,2,1.0,norm_fazlasi,1738,,366,71.0,105142.0
19,1911,Çorum,Dodurga,1.0,2.24255,2,-1.0,norm_eksigi,2045,,328,69.0,66973.0
19,1414,Çorum,Ýskilip,5.0,5.0656214,5,0.0,dengede,13709,,494,333.0,386880.0
19,1445,Çorum,Kargý,3.0,2.9500303,3,0.0,dengede,4402,,554,293.0,105809.0
19,1972,Çorum,Laçin,3.0,2.0981119,2,1.0,norm_fazlasi,1166,,434,36.0,79778.0
19,1520,Çorum,Mecitözü,7.0,5.0136604,5,2.0,norm_fazlasi,3217,,461,138.0,420532.0
19,1976,Çorum,Oðuzlar,2.0,2.7144368,3,-1.0,norm_eksigi,2321,,300,62.0,55126.0
19,1556,Çorum,Ortaköy,3.0,2.78834,3,0.0,dengede,3525,,419,42.0,138929.0
19,1558,Çorum,Osmancýk,7.0,7.273863,7,0.0,dengede,23011,,555,732.0,234129.0
19,1642,Çorum,Sungurlu,6.0,7.8883314,8,-2.0,norm_eksigi,24309,,517,478.0,1160019.0
19,1850,Çorum,Uðurludað,1.0,2.4126523,2,-1.0,norm_eksigi,2466,,445,44.0,220149.0
20,1102,Denizli,Acýpayam,14.0,12.463063,12,2.0,dengede,43511,,502,1345.0,450035.0
20,1769,Denizli,Babadað,4.0,2.5830452,3,1.0,norm_fazlasi,3690,,250,210.0,32169.0
20,1881,Denizli,Baklan,4.0,3.5894287,4,0.0,dengede,4165,,434,110.0,140000.0
20,1774,Denizli,Bekilli,2.0,2.8523028,3,-1.0,norm_eksigi,5692,,321,130.0,118914.0
20,1888,Denizli,Beyaðaç,4.0,2.7786179,3,1.0,norm_fazlasi,5099,,316,69.0,43753.0
20,1889,Denizli,Bozkurt,4.0,4.0596514,4,0.0,dengede,9434,,479,275.0,151578.0
20,1214,Denizli,Buldan,5.0,7.1782694,7,-2.0,norm_eksigi,24269,,515,427.0,145508.0
20,1224,Denizli,Çal,6.0,5.9625406,6,0.0,dengede,11386,,471,417.0,380683.0
20,1226,Denizli,Çameli,7.0,6.108018,6,1.0,dengede,14054,,468,414.0,121006.0
20,1233,Denizli,Çardak,5.0,3.6398828,4,1.0,norm_fazlasi,6766,,446,137.0,101240.0
20,1257,Denizli,Çivril,10.0,13.926746,14,-4.0,norm_eksigi,49363,,502,1383.0,497511.0
20,1371,Denizli,Güney,4.0,3.3502452,3,1.0,norm_fazlasi,7254,,430,100.0,162779.0
20,1803,Denizli,Honaz,10.0,7.240944,7,3.0,norm_fazlasi,28937,,491,810.0,159788.0
20,1426,Denizli,Kale,5.0,5.2392073,5,0.0,dengede,16225,,458,449.0,167407.0
20,2079,Denizli,Merkezefendi,11.0,10.528571,11,0.0,dengede,257177,,417,5714.0,61731.0
20,1871,Denizli,Pamukkale,13.0,14.7319565,15,-2.0,dengede,266391,,507,6506.0,288001.0
20,1597,Denizli,Sarayköy,7.0,6.953514,7,0.0,dengede,24348,,417,748.0,155126.0
20,1840,Denizli,Serinhisar,6.0,6.2911873,6,0.0,dengede,11942,,445,910.0,59016.0
20,1670,Denizli,Tavas,9.0,8.616045,9,0.0,dengede,37607,,535,943.0,466311.0
21,2040,Diyarbakýr,Baðlar,13.0,11.9854555,12,1.0,dengede,251070,,296,4415.0,145067.0
21,1195,Diyarbakýr,Bismil,7.0,9.732222,10,-3.0,norm_eksigi,75742,,328,1348.0,1320176.0
21,1249,Diyarbakýr,Çermik,9.0,9.402494,9,0.0,dengede,32218,,375,567.0,211345.0
21,1253,Diyarbakýr,Çýnar,12.0,10.779391,11,1.0,dengede,49845,,402,330.0,666797.0
21,1263,Diyarbakýr,Çüngüþ,3.0,3.524113,4,-1.0,norm_eksigi,7925,,299,107.0,59988.0
21,1278,Diyarbakýr,Dicle,6.0,5.03434,5,1.0,norm_fazlasi,26656,,300,232.0,158764.0
21,1791,Diyarbakýr,Eðil,7.0,4.663275,5,2.0,norm_fazlasi,14083,,249,147.0,114885.0
21,1315,Diyarbakýr,Ergani,14.0,13.7760725,14,0.0,dengede,88921,,388,1282.0,524645.0
21,1381,Diyarbakýr,Hani,6.0,4.976308,5,1.0,norm_fazlasi,17866,,292,240.0,120918.0
21,1389,Diyarbakýr,Hazro,6.0,3.721264,4,2.0,norm_fazlasi,9428,,303,107.0,164526.0
21,2041,Diyarbakýr,Kayapýnar,12.0,11.394502,11,1.0,dengede,285907,,274,3807.0,197640.0
21,1962,Diyarbakýr,Kocaköy,5.0,3.9695108,4,1.0,norm_fazlasi,8751,,281,121.0,99372.0
21,1490,Diyarbakýr,Kulp,5.0,5.6170425,6,-1.0,dengede,23388,,296,168.0,85842.0
21,1504,Diyarbakýr,Lice,6.0,6.8326273,7,-1.0,dengede,17464,,305,176.0,103674.0
21,1624,Diyarbakýr,Silvan,8.0,8.273737,8,0.0,dengede,57948,,355,946.0,751161.0
21,2042,Diyarbakýr,Sur,18.0,11.42484,11,7.0,norm_fazlasi,61895,,374,1778.0,783058.0
21,2043,Diyarbakýr,Yeniþehir,12.0,9.752103,10,2.0,norm_fazlasi,144382,,359,3331.0,185718.0
81,1116,Düzce,Akçakoca,4.0,4.521101,5,-1.0,norm_eksigi,22064,,262,991.0,220005.0
81,1784,Düzce,Cumayeri,3.0,2.7102783,3,0.0,dengede,8161,,244,307.0,54899.0
81,1905,Düzce,Çilimli,3.0,3.309801,3,0.0,dengede,7972,,275,396.0,52987.0
81,2017,Düzce,Gümüþova,2.0,3.248681,3,-1.0,norm_eksigi,7175,,301,330.0,37861.0
81,2031,Düzce,Kaynaþlý,3.0,2.6577957,3,0.0,dengede,5926,,265,965.0,29136.0
81,1730,Düzce,Yýðýlca,2.0,2.2543461,2,0.0,dengede,1819,,241,267.0,102548.0
22,1307,Edirne,Enez,4.0,4.9764156,5,-1.0,norm_eksigi,3558,,418,277.0,140969.0
22,1385,Edirne,Havsa,6.0,6.796811,7,-1.0,dengede,7129,,440,415.0,363763.0
22,1412,Edirne,Ýpsala,5.0,4.9287157,5,0.0,dengede,11928,,489,277.0,526544.0
22,1464,Edirne,Keþan,7.0,11.865396,12,-5.0,norm_eksigi,55056,,511,2358.0,557825.0
22,1502,Edirne,Lalapaþa,3.0,5.147031,5,-2.0,norm_eksigi,2676,,338,168.0,243624.0
22,1523,Edirne,Meriç,2.0,3.6844194,4,-2.0,norm_eksigi,5828,,459,323.0,207359.0
22,1988,Edirne,Süloðlu,3.0,2.915161,3,0.0,dengede,2297,,388,181.0,177790.0
22,1705,Edirne,Uzunköprü,6.0,8.662343,9,-3.0,norm_eksigi,34219,,481,885.0,698877.0
23,1110,Elazýð,Aðýn,1.0,2.4171023,2,-1.0,norm_eksigi,1405,,322,65.0,46974.0
23,1873,Elazýð,Alacakaya,4.0,2.5321987,3,1.0,norm_fazlasi,2273,,265,56.0,30395.0
23,1762,Elazýð,Arýcak,2.0,2.7202456,3,-1.0,norm_eksigi,6820,,297,71.0,60110.0
23,1173,Elazýð,Baskil,5.0,3.7515662,4,1.0,norm_fazlasi,4230,,363,86.0,250091.0
23,1438,Elazýð,Karakoçan,10.0,6.069828,6,4.0,norm_fazlasi,12975,,316,87.0,100076.0
23,1455,Elazýð,Keban,6.0,3.2500713,3,3.0,norm_fazlasi,3189,,364,347.0,60591.0
23,1820,Elazýð,Kovancýlar,8.0,7.5622377,8,0.0,dengede,17125,,366,313.0,284843.0
23,1506,Elazýð,Maden,2.0,3.1127794,3,-1.0,norm_eksigi,2761,,324,160.0,49944.0
23,1566,Elazýð,Palu,6.0,2.7724545,3,3.0,norm_fazlasi,8339,,326,72.0,58452.0
23,1631,Elazýð,Sivrice,5.0,3.3516529,3,2.0,norm_fazlasi,3203,,345,86.0,69590.0
24,1243,Erzincan,Çayýrlý,4.0,2.531652,3,1.0,norm_fazlasi,3227,,385,88.0,232714.0
24,1406,Erzincan,Ýliç,1.0,2.3471112,2,-1.0,norm_eksigi,3811,,338,51.0,82828.0
24,1459,Erzincan,Kemah,3.0,2.0926862,2,1.0,norm_fazlasi,1838,,413,67.0,70007.0
24,1460,Erzincan,Kemaliye,2.0,2.179562,2,0.0,dengede,1928,,362,96.0,22146.0
24,1977,Erzincan,Otlukbeli,1.0,1.7643181,2,-1.0,norm_eksigi,1218,,319,23.0,58788.0
24,1583,Erzincan,Refahiye,5.0,2.3354921,2,3.0,norm_fazlasi,3013,,339,74.0,199325.0
24,1675,Erzincan,Tercan,7.0,5.8261175,6,1.0,dengede,8604,,423,71.0,460428.0
24,1853,Erzincan,Üzümlü,4.0,4.4147625,4,0.0,dengede,8232,,433,122.0,50141.0
25,1153,Erzurum,Aþkale,2.0,4.338278,4,-2.0,norm_eksigi,13800,,262,535.0,212157.0
25,1945,Erzurum,Aziziye,11.0,10.498965,10,1.0,dengede,51776,,291,1635.0,287291.0
25,1235,Erzurum,Çat,3.0,3.683192,4,-1.0,norm_eksigi,11266,,158,265.0,199302.0
25,1392,Erzurum,Hýnýs,6.0,6.1576853,6,0.0,dengede,16051,,266,696.0,264922.0
25,1396,Erzurum,Horasan,9.0,7.2606564,7,2.0,norm_fazlasi,24628,,276,866.0,664117.0
25,1416,Erzurum,Ýspir,4.0,3.8281772,4,0.0,dengede,13476,,368,711.0,90620.0
25,1812,Erzurum,Karaçoban,4.0,3.4687254,3,1.0,norm_fazlasi,15279,,238,281.0,157096.0
25,1444,Erzurum,Karayazý,5.0,4.296095,4,1.0,norm_fazlasi,18984,,166,342.0,417575.0
25,1967,Erzurum,Köprüköy,5.0,5.8722343,6,-1.0,dengede,11373,,222,161.0,267861.0
25,1540,Erzurum,Narman,4.0,5.5772734,6,-2.0,norm_eksigi,10368,,250,303.0,233031.0
25,1550,Erzurum,Oltu,3.0,4.1294594,4,-1.0,norm_eksigi,23384,,313,845.0,104361.0
25,1551,Erzurum,Olur,3.0,2.596789,3,0.0,dengede,6058,,265,98.0,39294.0
25,2044,Erzurum,Palandöken,6.0,7.85398,8,-2.0,norm_eksigi,126460,,213,2999.0,151343.0
25,1567,Erzurum,Pasinler,7.0,7.397848,7,0.0,dengede,16476,,262,552.0,343870.0
25,1865,Erzurum,Pazaryolu,3.0,2.1953478,2,1.0,norm_fazlasi,3463,,266,190.0,23969.0
25,1657,Erzurum,Þenkaya,4.0,5.495983,5,-1.0,norm_eksigi,10495,,236,423.0,139856.0
25,1674,Erzurum,Tekman,4.0,3.627239,4,0.0,dengede,14990,,138,322.0,221904.0
25,1683,Erzurum,Tortum,6.0,5.4155407,5,1.0,norm_fazlasi,11223,,289,644.0,167586.0
25,1851,Erzurum,Uzundere,2.0,2.7832,3,-1.0,norm_eksigi,6262,,324,229.0,32136.0
25,2045,Erzurum,Yakutiye,11.0,9.86489,10,1.0,dengede,139895,,261,5821.0,197024.0
26,1759,Eskiþehir,Alpu,6.0,4.788414,5,1.0,norm_fazlasi,8055,,543,147.0,438429.0
26,1777,Eskiþehir,Beylikova,5.0,5.477047,5,0.0,dengede,4501,,479,108.0,307824.0
26,1255,Eskiþehir,Çifteler,6.0,6.4420614,6,0.0,dengede,11580,,499,182.0,598849.0
26,1934,Eskiþehir,Günyüzü,3.0,2.681618,3,0.0,dengede,5122,,448,39.0,266689.0
26,1939,Eskiþehir,Han,2.0,2.0486674,2,0.0,dengede,1775,,319,19.0,75718.0
26,1808,Eskiþehir,Ýnönü,3.0,3.7270668,4,-1.0,norm_eksigi,5061,,469,103.0,147183.0
26,1508,Eskiþehir,Mahmudiye,5.0,4.466936,4,1.0,norm_fazlasi,6549,,511,108.0,424255.0
26,1973,Eskiþehir,Mihalgazi,2.0,2.6999242,3,-1.0,norm_eksigi,2561,,351,36.0,4284.0
26,1527,Eskiþehir,Mihalýççýk,3.0,3.9448473,4,-1.0,norm_eksigi,7074,,579,108.0,378276.0
26,2046,Eskiþehir,Odunpazarý,14.0,15.204307,15,-1.0,dengede,335223,,563,4517.0,452845.0
26,1599,Eskiþehir,Sarýcakaya,4.0,2.8062193,3,1.0,norm_fazlasi,3964,,517,55.0,23192.0
26,1618,Eskiþehir,Seyitgazi,6.0,5.9765625,6,0.0,dengede,11051,,541,137.0,589977.0
26,1632,Eskiþehir,Sivrihisar,11.0,7.4537296,7,4.0,norm_fazlasi,15965,,581,312.0,1392472.0
26,2047,Eskiþehir,Tepebaþý,19.0,18.8428,19,0.0,dengede,315388,,691,4228.0,486098.0
27,1139,Gaziantep,Araban,5.0,5.1275234,5,0.0,dengede,23963,,384,248.0,302053.0
27,1415,Gaziantep,Ýslahiye,6.0,6.7691708,7,-1.0,dengede,48382,,408,778.0,253173.0
27,1956,Gaziantep,Karkamýþ,6.0,3.6003695,4,2.0,norm_fazlasi,7138,,273,223.0,251404.0
27,1546,Gaziantep,Nizip,11.0,13.116828,13,-2.0,dengede,93634,,356,3085.0,703869.0
27,1974,Gaziantep,Nurdaðý,8.0,6.097638,6,2.0,norm_fazlasi,27228,,396,299.0,239103.0
27,1549,Gaziantep,Oðuzeli,8.0,8.490454,8,0.0,dengede,26218,,376,770.0,561942.0
27,1841,Gaziantep,Þahinbey,14.0,18.110664,18,-4.0,norm_eksigi,591511,,389,9281.0,497747.0
27,1844,Gaziantep,Þehitkamil,16.0,15.707868,16,0.0,dengede,537935,,275,12191.0,448257.0
27,1720,Gaziantep,Yavuzeli,8.0,5.273878,5,3.0,norm_fazlasi,15394,,289,168.0,206499.0
28,1133,Giresun,Alucra,3.0,2.191336,2,1.0,norm_fazlasi,2908,,218,116.0,50650.0
28,1212,Giresun,Bulancak,9.0,6.5517597,7,2.0,norm_fazlasi,42300,,302,739.0,163229.0
28,1893,Giresun,Çamoluk,2.0,2.0954227,2,0.0,dengede,2432,,217,8.0,37938.0
28,1894,Giresun,Çanakçý,2.0,2.1187592,2,0.0,dengede,1462,,173,130.0,29662.0
28,1272,Giresun,Dereli,1.0,4.3547106,4,-3.0,norm_eksigi,7880,,185,527.0,79266.0
28,1912,Giresun,Doðankent,2.0,2.4172313,2,0.0,dengede,3500,,219,22.0,28310.0
28,1320,Giresun,Espiye,4.0,3.6454246,4,0.0,dengede,22693,,222,249.0,115489.0
28,1324,Giresun,Eynesil,3.0,2.6651328,3,0.0,dengede,8050,,193,244.0,36014.0
28,1361,Giresun,Görele,4.0,4.0575705,4,0.0,dengede,15843,,251,583.0,102636.0
28,1930,Giresun,Güce,1.0,2.098893,2,-1.0,norm_eksigi,3996,,186,121.0,38502.0
28,1465,Giresun,Keþap,4.0,3.1159937,3,1.0,norm_fazlasi,7821,,258,370.0,105972.0
28,1837,Giresun,Piraziz,3.0,3.3860443,3,0.0,dengede,6693,,284,266.0,89202.0
28,1654,Giresun,Þebinkarahisar,5.0,4.2068787,4,1.0,norm_fazlasi,8437,,308,357.0,197847.0
28,1678,Giresun,Tirebolu,3.0,3.6854203,4,-1.0,norm_eksigi,14960,,265,766.0,180596.0
28,1854,Giresun,Yaðlýdere,1.0,2.4810069,2,-1.0,norm_eksigi,7146,,195,152.0,72594.0
29,1458,Gümüþhane,Kelkit,7.0,6.4668293,6,1.0,dengede,25419,,362,505.0,459911.0
29,1822,Gümüþhane,Köse,3.0,2.943955,3,0.0,dengede,3052,,253,89.0,157462.0
29,1971,Gümüþhane,Kürtün,3.0,2.8465621,3,0.0,dengede,5986,,281,137.0,29630.0
29,1660,Gümüþhane,Þiran,2.0,4.708247,5,-3.0,norm_eksigi,10997,,350,268.0,241950.0
29,1684,Gümüþhane,Torul,4.0,2.5258243,3,1.0,norm_fazlasi,4147,,287,260.0,42236.0
30,1261,Hakkari,Çukurca,4.0,2.6522682,3,1.0,norm_fazlasi,7194,,298,172.0,6632.0
30,2107,Hakkari,Derecik,3.0,3.2375896,3,0.0,dengede,7514,,308,78.0,7385.0
30,1656,Hakkari,Þemdinli,4.0,3.8982418,4,0.0,dengede,11784,,329,473.0,70324.0
30,1737,Hakkari,Yüksekova,6.0,8.453324,8,-2.0,norm_eksigi,62331,,343,652.0,246308.0
31,1131,Hatay,Altýnözü,3.0,5.4253445,5,-2.0,norm_eksigi,40551,,454,541.0,329450.0
31,2080,Hatay,Antakya,16.0,17.393356,17,-1.0,dengede,199335,,679,2217.0,262733.0
31,2081,Hatay,Arsuz,11.0,8.324158,8,3.0,norm_fazlasi,83281,,453,2151.0,204982.0
31,1887,Hatay,Belen,4.0,5.104658,5,-1.0,norm_eksigi,25862,,452,546.0,34425.0
31,2082,Hatay,Defne,12.0,7.5860186,8,4.0,norm_fazlasi,94333,,416,1421.0,40530.0
31,1289,Hatay,Dörtyol,7.0,6.6966057,7,0.0,dengede,86450,,321,2420.0,121512.0
31,1792,Hatay,Erzin,8.0,4.9897223,5,3.0,norm_fazlasi,30085,,410,612.0,157114.0
31,1382,Hatay,Hassa,5.0,5.295331,5,0.0,dengede,39518,,435,397.0,141924.0
31,1413,Hatay,Ýskenderun,9.0,7.2715015,7,2.0,norm_fazlasi,176946,,314,2748.0,19674.0
31,1468,Hatay,Kýrýkhan,8.0,6.770753,7,1.0,dengede,70798,,470,669.0,379209.0
31,1970,Hatay,Kumlu,4.0,3.7922537,4,0.0,dengede,10587,,324,68.0,109618.0
31,2083,Hatay,Payas,5.0,2.6510518,3,2.0,norm_fazlasi,28941,,161,479.0,5442.0
31,1585,Hatay,Reyhanlý,6.0,6.327671,6,0.0,dengede,67603,,504,920.0,264230.0
31,1591,Hatay,Samandað,15.0,9.887063,10,5.0,norm_fazlasi,83480,,434,1897.0,106363.0
31,1721,Hatay,Yayladaðý,7.0,5.7097607,6,1.0,dengede,28459,,478,613.0,148806.0
76,1142,Iðdýr,Aralýk,7.0,6.022421,6,1.0,dengede,3984,,242,86.0,281596.0
76,2011,Iðdýr,Karakoyunlu,10.0,6.1894093,6,4.0,norm_fazlasi,1934,,239,57.0,137473.0
76,1692,Iðdýr,Tuzluca,11.0,6.189535,6,5.0,norm_fazlasi,6543,,262,154.0,293288.0
32,1755,Isparta,Aksu,4.0,2.4766984,2,2.0,norm_fazlasi,1697,,294,107.0,59584.0
32,1154,Isparta,Atabey,4.0,2.987836,3,1.0,norm_fazlasi,3768,,400,81.0,62253.0
32,1297,Isparta,Eðirdir,9.0,6.2506733,6,3.0,norm_fazlasi,14303,,348,1010.0,145274.0
32,1341,Isparta,Gelendost,3.0,3.8234568,4,-1.0,norm_eksigi,4853,,415,286.0,190220.0
32,1929,Isparta,Gönen,7.0,3.4260201,3,4.0,norm_fazlasi,4238,,379,290.0,122990.0
32,1456,Isparta,Keçiborlu,10.0,4.1565084,4,6.0,norm_fazlasi,7437,,436,399.0,132259.0
32,1615,Isparta,Senirkent,2.0,4.0341654,4,-2.0,norm_eksigi,6365,,309,252.0,122938.0
32,1648,Isparta,Sütçüler,2.0,2.507495,3,-1.0,norm_eksigi,1769,,403,130.0,87130.0
32,1651,Isparta,Þarkikaraaðaç,8.0,6.2831583,6,2.0,norm_fazlasi,11786,,419,433.0,250266.0
32,1699,Isparta,Uluborlu,4.0,2.8485715,3,1.0,norm_fazlasi,4541,,349,150.0,38017.0
32,1717,Isparta,Yalvaç,11.0,10.299169,10,1.0,dengede,18296,,503,829.0,554899.0
32,2001,Isparta,Yeniþarbademli,3.0,2.2886384,2,1.0,norm_fazlasi,1727,,297,17.0,5988.0
34,1103,Ýstanbul,Adalar,2.0,2.3806772,2,0.0,dengede,14954,,78,1055.0,0.0
34,2048,Ýstanbul,Arnavutköy,4.0,7.6949577,8,-4.0,norm_eksigi,236037,,432,2614.0,77677.0
34,2049,Ýstanbul,Ataþehir,6.0,6.0980263,6,0.0,dengede,329086,,73,7002.0,0.0
34,2003,Ýstanbul,Avcýlar,7.0,5.7483654,6,1.0,dengede,336549,,114,5951.0,2659.0
34,2004,Ýstanbul,Baðcýlar,6.0,7.114377,7,-1.0,dengede,519923,,75,11596.0,0.0
34,2005,Ýstanbul,Bahçelievler,4.0,6.3034544,6,-2.0,norm_eksigi,433760,,74,8618.0,0.0
34,1166,Ýstanbul,Bakýrköy,5.0,5.3372364,5,0.0,dengede,181229,,74,5992.0,0.0
34,2050,Ýstanbul,Baþakþehir,7.0,7.03487,7,0.0,dengede,363654,,148,8568.0,8422.0
34,1886,Ýstanbul,Bayrampaþa,4.0,4.905487,5,-1.0,norm_eksigi,211291,,73,6098.0,0.0
34,1183,Ýstanbul,Beþiktaþ,7.0,4.945448,5,2.0,norm_fazlasi,144491,,74,5934.0,0.0
34,1185,Ýstanbul,Beykoz,5.0,5.8132753,6,-1.0,dengede,197121,,324,2963.0,9112.0
34,2051,Ýstanbul,Beylikdüzü,4.0,6.353442,6,-2.0,norm_eksigi,309084,,154,6276.0,203.0
34,1186,Ýstanbul,Beyoðlu,5.0,4.9346933,5,0.0,dengede,174124,,72,5504.0,0.0
34,1782,Ýstanbul,Büyükçekmece,7.0,6.1355333,6,1.0,dengede,213417,,209,3227.0,44029.0
34,1237,Ýstanbul,Çatalca,9.0,12.970252,13,-4.0,norm_eksigi,62203,,373,1738.0,162162.0
34,2052,Ýstanbul,Çekmeköy,5.0,5.45117,5,0.0,dengede,227296,,181,2705.0,1902.0
34,2016,Ýstanbul,Esenler,5.0,5.0466747,5,0.0,dengede,313415,,72,3313.0,0.0
34,2053,Ýstanbul,Esenyurt,9.0,7.282056,7,2.0,norm_fazlasi,656387,,82,11357.0,128.0
34,1325,Ýstanbul,Eyüpsultan,5.0,6.747882,7,-2.0,norm_eksigi,325684,,187,6568.0,163.0
34,1327,Ýstanbul,Fatih,7.0,5.9584503,6,1.0,dengede,272378,,76,10242.0,0.0
34,1336,Ýstanbul,Gaziosmanpaþa,5.0,5.28883,5,0.0,dengede,363338,,72,5634.0,0.0
34,2010,Ýstanbul,Güngören,4.0,4.587824,5,-1.0,norm_eksigi,207907,,73,4150.0,0.0
34,1421,Ýstanbul,Kadýköy,8.0,6.7462015,7,1.0,dengede,401155,,73,10760.0,0.0
34,1810,Ýstanbul,Kaðýthane,6.0,5.7974234,6,0.0,dengede,352753,,72,6953.0,0.0
34,1449,Ýstanbul,Kartal,9.0,6.1936884,6,3.0,norm_fazlasi,376998,,121,6549.0,71.0
34,1823,Ýstanbul,Küçükçekmece,6.0,6.8571568,7,-1.0,dengede,594438,,74,8872.0,0.0
34,2012,Ýstanbul,Maltepe,8.0,6.363985,6,2.0,norm_fazlasi,429429,,98,6719.0,14.0
34,1835,Ýstanbul,Pendik,6.0,6.868229,7,-1.0,dengede,561758,,199,6338.0,4164.0
34,2054,Ýstanbul,Sancaktepe,6.0,5.402462,5,1.0,norm_fazlasi,357302,,139,3979.0,2040.0
34,1604,Ýstanbul,Sarýyer,6.0,6.9540195,7,-1.0,dengede,280383,,234,5658.0,425.0
34,1622,Ýstanbul,Silivri,6.0,10.674407,11,-5.0,norm_eksigi,184427,,522,2736.0,390359.0
34,2014,Ýstanbul,Sultanbeyli,6.0,5.353916,5,1.0,norm_fazlasi,252804,,73,4300.0,0.0
34,2055,Ýstanbul,Sultangazi,4.0,5.2139378,5,-1.0,norm_eksigi,377603,,74,5189.0,0.0
34,1659,Ýstanbul,Þile,5.0,5.4095917,5,0.0,dengede,43922,,348,1766.0,39322.0
34,1663,Ýstanbul,Þiþli,5.0,5.370907,5,0.0,dengede,222918,,77,7046.0,0.0
34,2015,Ýstanbul,Tuzla,8.0,5.7756634,6,2.0,norm_fazlasi,225478,,249,3781.0,3284.0
