il_kod,ilce_kod,il_adi,ilce_adi,veteriner_mevcut,veteriner_tahmin,veteriner_tahmin_yuvarlak,veteriner_fark,veteriner_durumu,nufus_18plus,yuzolcum,toplam_hayvan_2024,denetim_sayisi,tarim_alani_2024
34,1852,Ýstanbul,Ümraniye,7.0,6.6612024,7,0.0,dengede,557436,,79,8118.0,0.0
34,1708,Ýstanbul,Üsküdar,8.0,6.4234657,6,2.0,norm_fazlasi,417788,,72,9782.0,0.0
34,1739,Ýstanbul,Zeytinburnu,6.0,5.056941,5,1.0,norm_fazlasi,212093,,73,5358.0,0.0
35,1128,Ýzmir,Aliaða,6.0,6.898576,7,-1.0,dengede,78209,,297,1997.0,68076.0
35,2006,Ýzmir,Balçova,5.0,5.397271,5,0.0,dengede,65168,,210,2430.0,1904.0
35,1178,Ýzmir,Bayýndýr,14.0,11.938589,12,2.0,dengede,32048,,439,1377.0,307133.0
35,2056,Ýzmir,Bayraklý,6.0,5.627013,6,0.0,dengede,236948,,134,4778.0,89.0
35,1181,Ýzmir,Bergama,19.0,15.37913,15,4.0,norm_fazlasi,86963,,529,2564.0,378312.0
35,1776,Ýzmir,Beydað,7.0,4.6978054,5,2.0,norm_fazlasi,9744,,365,422.0,61362.0
35,1203,Ýzmir,Bornova,10.0,9.871392,10,0.0,dengede,356330,,273,11208.0,8617.0
35,1780,Ýzmir,Buca,10.0,8.459993,8,2.0,norm_fazlasi,409366,,326,9411.0,20026.0
35,1251,Ýzmir,Çeþme,5.0,6.3071556,6,-1.0,dengede,41953,,336,2274.0,16506.0
35,2007,Ýzmir,Çiðli,9.0,6.522505,7,2.0,norm_fazlasi,172843,,234,3749.0,3992.0
35,1280,Ýzmir,Dikili,7.0,9.289621,9,-2.0,norm_eksigi,39212,,433,1876.0,132957.0
35,1334,Ýzmir,Foça,7.0,6.3482237,6,1.0,dengede,30822,,405,1356.0,40378.0
35,2009,Ýzmir,Gaziemir,5.0,6.4453144,6,-1.0,dengede,106340,,238,3072.0,2700.0
35,2018,Ýzmir,Güzelbahçe,5.0,5.1575003,5,0.0,dengede,30683,,279,1084.0,9190.0
35,2057,Ýzmir,Karabaðlar,7.0,6.725333,7,0.0,dengede,370990,,158,7795.0,3736.0
35,1432,Ýzmir,Karaburun,3.0,3.0616653,3,0.0,dengede,6065,,253,700.0,21125.0
35,1448,Ýzmir,Karþýyaka,7.0,6.8458824,7,0.0,dengede,283320,,161,7286.0,2476.0
35,1461,Ýzmir,Kemalpaþa,17.0,10.908529,11,6.0,norm_fazlasi,83712,,386,2481.0,212902.0
35,1467,Ýzmir,Kýnýk,8.0,9.323283,9,-1.0,dengede,20806,,404,663.0,99834.0
35,1477,Ýzmir,Kiraz,16.0,10.483966,10,6.0,norm_fazlasi,26772,,351,1095.0,232981.0
35,1819,Ýzmir,Konak,6.0,6.4841757,6,0.0,dengede,263432,,75,12986.0,0.0
35,1826,Ýzmir,Menderes,11.0,12.287545,12,-1.0,dengede,86673,,501,2397.0,215560.0
35,1521,Ýzmir,Menemen,12.0,12.414853,12,0.0,dengede,157792,,509,3629.0,210931.0
35,2013,Ýzmir,Narlýdere,5.0,3.0390303,3,2.0,norm_fazlasi,51385,,109,1005.0,1203.0
35,1563,Ýzmir,Ödemiþ,19.0,18.911457,19,0.0,dengede,101782,,402,3028.0,486768.0
35,1611,Ýzmir,Seferihisar,10.0,9.436202,9,1.0,dengede,47113,,380,2042.0,82972.0
35,1612,Ýzmir,Selçuk,4.0,6.215966,6,-2.0,norm_eksigi,28901,,425,1659.0,148602.0
35,1677,Ýzmir,Tire,18.0,15.554805,16,2.0,dengede,69241,,379,3059.0,321432.0
35,1682,Ýzmir,Torbalý,11.0,15.682742,16,-5.0,norm_eksigi,160522,,462,3666.0,303227.0
35,1703,Ýzmir,Urla,7.0,8.338955,8,-1.0,dengede,66540,,392,2865.0,72627.0
46,1107,Kahramanmaraþ,Afþin,6.0,9.138688,9,-3.0,norm_eksigi,59073,,423,831.0,640415.0
46,1136,Kahramanmaraþ,Andýrýn,4.0,7.2883854,7,-3.0,norm_eksigi,25298,,409,510.0,213231.0
46,1785,Kahramanmaraþ,Çaðlayancerit,5.0,2.678622,3,2.0,norm_fazlasi,15843,,258,196.0,63143.0
46,2084,Kahramanmaraþ,Dulkadiroðlu,16.0,14.171203,14,2.0,dengede,141960,,503,1843.0,247401.0
46,1919,Kahramanmaraþ,Ekinözü,4.0,2.661321,3,1.0,norm_fazlasi,7683,,320,67.0,51786.0
46,1299,Kahramanmaraþ,Elbistan,16.0,14.803838,15,1.0,dengede,97049,,376,1007.0,972327.0
46,1353,Kahramanmaraþ,Göksun,10.0,6.4823875,6,4.0,norm_fazlasi,33464,,418,528.0,249948.0
46,1975,Kahramanmaraþ,Nurhak,5.0,3.011466,3,2.0,norm_fazlasi,7841,,298,106.0,34233.0
46,2085,Kahramanmaraþ,Onikiþubat,19.0,16.031727,16,3.0,dengede,295362,,481,3473.0,278368.0
46,1570,Kahramanmaraþ,Pazarcýk,15.0,7.6437807,8,7.0,norm_fazlasi,49672,,407,379.0,332196.0
46,1694,Kahramanmaraþ,Türkoðlu,7.0,9.807033,10,-3.0,norm_eksigi,52131,,594,608.0,233033.0
78,1296,Karabük,Eflani,3.0,2.3753102,2,1.0,norm_fazlasi,1698,,272,107.0,132286.0
78,1321,Karabük,Eskipazar,3.0,3.2411091,3,0.0,dengede,5259,,385,175.0,164702.0
78,1561,Karabük,Ovacýk,1.0,2.0318284,2,-1.0,norm_eksigi,1122,,341,27.0,40153.0
78,1587,Karabük,Safranbolu,5.0,7.086544,7,-2.0,norm_eksigi,41138,,417,1709.0,72654.0
78,1856,Karabük,Yenice,1.0,3.033334,3,-2.0,norm_eksigi,9006,,291,306.0,4603.0
70,1768,Karaman,Ayrancý,6.0,5.357291,5,1.0,norm_fazlasi,1810,,508,98.0,796851.0
70,1884,Karaman,Baþyayla,2.0,2.4542897,2,0.0,dengede,1449,,264,45.0,19740.0
70,1316,Karaman,Ermenek,5.0,9.13234,9,-4.0,norm_eksigi,11307,,425,560.0,173707.0
70,1862,Karaman,Kazýmkarabekir,4.0,2.9029849,3,1.0,norm_fazlasi,3282,,334,68.0,224600.0
70,1983,Karaman,Sarýveliler,1.0,2.3327632,2,-1.0,norm_eksigi,6286,,235,176.0,44537.0
36,1756,Kars,Akyaka,8.0,5.914731,6,2.0,norm_fazlasi,1541,,213,125.0,210928.0
36,1149,Kars,Arpaçay,12.0,7.168128,7,5.0,norm_fazlasi,1696,,191,230.0,255577.0
36,1279,Kars,Digor,7.0,6.143819,6,1.0,dengede,3805,,170,118.0,423708.0
36,1424,Kars,Kaðýzman,9.0,5.2485065,5,4.0,norm_fazlasi,14686,,188,389.0,323160.0
36,1601,Kars,Sarýkamýþ,6.0,4.4941034,4,2.0,norm_fazlasi,10901,,189,353.0,368312.0
36,1614,Kars,Selim,6.0,5.1023417,5,1.0,norm_fazlasi,3902,,206,103.0,315032.0
36,1645,Kars,Susuz,4.0,4.35631,4,0.0,dengede,1492,,148,75.0,176627.0
37,1101,Kastamonu,Abana,1.0,2.4408524,2,-1.0,norm_eksigi,3107,,181,142.0,1780.0
37,1867,Kastamonu,Aðlý,3.0,2.2139878,2,1.0,norm_fazlasi,1964,,197,53.0,20181.0
37,1140,Kastamonu,Araç,5.0,2.875516,3,2.0,norm_fazlasi,5352,,257,287.0,65901.0
37,1162,Kastamonu,Azdavay,1.0,2.0842366,2,-1.0,norm_eksigi,2423,,207,115.0,11436.0
37,1208,Kastamonu,Bozkurt,2.0,2.4338186,2,0.0,dengede,4246,,262,141.0,13128.0
37,1221,Kastamonu,Cide,5.0,2.9271832,3,2.0,norm_fazlasi,9529,,279,392.0,39319.0
37,1238,Kastamonu,Çatalzeytin,1.0,2.1044781,2,-1.0,norm_eksigi,2979,,233,178.0,1879.0
37,1264,Kastamonu,Daday,5.0,3.1967332,3,2.0,norm_fazlasi,2142,,335,170.0,61207.0
37,1277,Kastamonu,Devrekani,9.0,3.504955,4,5.0,norm_fazlasi,4091,,279,177.0,164967.0
37,1915,Kastamonu,Doðanyurt,1.0,1.7747518,2,-1.0,norm_eksigi,847,,262,56.0,22573.0
37,1940,Kastamonu,Hanönü,3.0,2.1249256,2,1.0,norm_fazlasi,1701,,287,54.0,13502.0
37,1805,Kastamonu,Ýhsangazi,4.0,2.444208,2,2.0,norm_fazlasi,2266,,254,99.0,58487.0
37,1410,Kastamonu,Ýnebolu,4.0,3.1802495,3,1.0,norm_fazlasi,7132,,299,440.0,34809.0
37,1499,Kastamonu,Küre,3.0,2.2431197,2,1.0,norm_fazlasi,1774,,225,77.0,5311.0
37,1836,Kastamonu,Pýnarbaþý,1.0,1.9814906,2,-1.0,norm_eksigi,1990,,168,95.0,4187.0
37,1984,Kastamonu,Seydiler,4.0,2.4736521,2,2.0,norm_fazlasi,2455,,322,114.0,59447.0
37,1845,Kastamonu,Þenpazar,2.0,2.0288103,2,0.0,dengede,1361,,227,72.0,1707.0
37,1666,Kastamonu,Taþköprü,8.0,9.064644,9,-1.0,dengede,12956,,403,487.0,220650.0
37,1685,Kastamonu,Tosya,2.0,4.645015,5,-3.0,norm_eksigi,22576,,416,670.0,171646.0
38,1752,Kayseri,Akkýþla,5.0,3.741504,4,1.0,norm_fazlasi,5024,,319,40.0,99508.0
38,1218,Kayseri,Bünyan,11.0,7.72316,8,3.0,norm_fazlasi,25601,,386,577.0,664194.0
38,1275,Kayseri,Develi,13.0,10.808169,11,2.0,dengede,51721,,448,1075.0,613349.0
38,1330,Kayseri,Felahiye,3.0,3.7344706,4,-1.0,norm_eksigi,5253,,328,137.0,227962.0
38,1936,Kayseri,Hacýlar,3.0,3.3422787,3,0.0,dengede,9513,,330,662.0,26698.0
38,1409,Kayseri,Ýncesu,6.0,6.7992535,7,-1.0,dengede,22037,,440,538.0,251507.0
38,1863,Kayseri,Kocasinan,29.0,18.654263,19,10.0,norm_fazlasi,303246,,478,6452.0,775963.0
38,1864,Kayseri,Melikgazi,13.0,14.418936,14,-1.0,dengede,404830,,412,7923.0,181323.0
38,1978,Kayseri,Özvatan,2.0,2.9296257,3,-1.0,norm_eksigi,3089,,339,57.0,70733.0
38,1576,Kayseri,Pýnarbaþý,8.0,7.69948,8,0.0,dengede,18004,,360,363.0,1341974.0
38,1603,Kayseri,Sarýoðlan,5.0,4.820861,5,0.0,dengede,9447,,370,193.0,367785.0
38,1605,Kayseri,Sarýz,6.0,2.9820387,3,3.0,norm_fazlasi,9663,,223,186.0,199844.0
38,1846,Kayseri,Talas,5.0,8.580671,9,-4.0,norm_eksigi,129101,,349,2249.0,202663.0
38,1680,Kayseri,Tomarza,8.0,6.882845,7,1.0,dengede,19049,,306,440.0,610673.0
38,1715,Kayseri,Yahyalý,9.0,5.929426,6,3.0,norm_fazlasi,28616,,385,741.0,201381.0
38,1727,Kayseri,Yeþilhisar,3.0,4.3212967,4,-1.0,norm_eksigi,12380,,392,374.0,359292.0
71,1880,Kýrýkkale,Bahþýlý,4.0,3.5599926,4,0.0,dengede,6035,,357,,109582.0
71,1882,Kýrýkkale,Balýþeyh,4.0,2.5491664,3,1.0,norm_fazlasi,1756,,376,83.0,437784.0
71,1901,Kýrýkkale,Çelebi,3.0,1.7502198,2,1.0,norm_fazlasi,883,,355,21.0,114821.0
71,1268,Kýrýkkale,Delice,5.0,4.0270004,4,1.0,norm_fazlasi,5252,,391,127.0,490647.0
71,1954,Kýrýkkale,Karakeçili,3.0,2.6386523,3,0.0,dengede,2899,,407,54.0,107322.0
71,1463,Kýrýkkale,Keskin,6.0,6.230834,6,0.0,dengede,8072,,370,206.0,789623.0
71,1638,Kýrýkkale,Sulakyurt,2.0,2.106148,2,0.0,dengede,2157,,461,63.0,320293.0
71,1992,Kýrýkkale,Yahþihan,5.0,5.836437,6,-1.0,dengede,32674,,340,1132.0,104321.0
39,1163,Kýrklareli,Babaeski,6.0,9.073922,9,-3.0,norm_eksigi,29688,,463,1105.0,520848.0
39,1270,Kýrklareli,Demirköy,5.0,2.9367917,3,2.0,norm_fazlasi,4974,,339,160.0,7584.0
39,1480,Kýrklareli,Kofçaz,3.0,2.5079238,3,0.0,dengede,580,,309,53.0,101286.0
39,1505,Kýrklareli,Lüleburgaz,17.0,18.262985,18,-1.0,dengede,111299,,512,3423.0,812211.0
39,1572,Kýrklareli,Pehlivanköy,3.0,2.1718183,2,1.0,norm_fazlasi,1465,,272,80.0,86355.0
39,1577,Kýrklareli,Pýnarhisar,5.0,5.946765,6,-1.0,dengede,10467,,419,334.0,176823.0
39,1714,Kýrklareli,Vize,8.0,6.8329906,7,1.0,dengede,15790,,453,811.0,204548.0
40,1869,Kýrþehir,Akçakent,2.0,2.1040561,2,0.0,dengede,633,,247,36.0,130574.0
40,1754,Kýrþehir,Akpýnar,2.0,2.5534208,3,-1.0,norm_eksigi,2186,,301,65.0,215118.0
40,1890,Kýrþehir,Boztepe,6.0,4.606469,5,1.0,norm_fazlasi,2402,,279,56.0,533163.0
40,1254,Kýrþehir,Çiçekdaðý,5.0,5.3069954,5,0.0,dengede,7248,,309,47.0,376643.0
40,1429,Kýrþehir,Kaman,8.0,7.0548763,7,1.0,dengede,17822,,452,501.0,762957.0
40,1529,Kýrþehir,Mucur,7.0,6.667598,7,0.0,dengede,10189,,426,246.0,591537.0
79,2023,Kilis,Elbeyli,3.0,2.1152468,2,1.0,norm_fazlasi,1056,,290,29.0,214545.0
79,2024,Kilis,Musabeyli,3.0,2.015709,2,1.0,norm_fazlasi,777,,277,87.0,235090.0
79,2025,Kilis,Polateli,4.0,1.9910505,2,2.0,norm_fazlasi,804,,304,14.0,151630.0
41,2058,Kocaeli,Baþiskele,6.0,5.616684,6,0.0,dengede,90910,,319,1507.0,9163.0
41,2059,Kocaeli,Çayýrova,2.0,3.1615522,3,-1.0,norm_eksigi,110833,,73,1716.0,0.0
41,2060,Kocaeli,Darýca,4.0,4.2160892,4,0.0,dengede,166726,,123,1792.0,251.0
41,2030,Kocaeli,Derince,3.0,5.624153,6,-3.0,norm_eksigi,110636,,259,991.0,52321.0
41,2061,Kocaeli,Dilovasý,3.0,3.0092072,3,0.0,dengede,36434,,105,962.0,125.0
41,1338,Kocaeli,Gebze,5.0,7.680928,8,-3.0,norm_eksigi,300913,,334,3327.0,75908.0
41,1355,Kocaeli,Gölcük,3.0,6.84112,7,-4.0,norm_eksigi,133815,,349,1784.0,6942.0
41,2062,Kocaeli,Ýzmit,11.0,11.466412,11,0.0,dengede,289629,,429,5484.0,122240.0
41,1430,Kocaeli,Kandýra,9.0,9.946933,10,-1.0,dengede,41560,,341,951.0,356145.0
41,1440,Kocaeli,Karamürsel,3.0,5.8286476,6,-3.0,norm_eksigi,46810,,422,965.0,101414.0
41,2063,Kocaeli,Kartepe,4.0,6.0603905,6,-2.0,norm_eksigi,108288,,336,1574.0,21002.0
41,1821,Kocaeli,Körfez,4.0,5.962141,6,-2.0,norm_eksigi,130809,,291,1773.0,76012.0
42,1868,Konya,Ahýrlý,3.0,3.7877955,4,-1.0,norm_eksigi,2938,,332,76.0,82868.0
42,1753,Konya,Akören,5.0,3.8407407,4,1.0,norm_fazlasi,4624,,442,142.0,211675.0
42,1122,Konya,Akþehir,10.0,11.684731,12,-2.0,dengede,69604,,496,1841.0,359368.0
42,1760,Konya,Altýnekin,4.0,6.988847,7,-3.0,norm_eksigi,10230,,442,222.0,731411.0
42,1188,Konya,Beyþehir,15.0,11.053784,11,4.0,norm_fazlasi,58843,,486,1257.0,543833.0
42,1207,Konya,Bozkýr,4.0,6.1118755,6,-2.0,norm_eksigi,20874,,448,560.0,174559.0
42,1222,Konya,Cihanbeyli,8.0,8.514804,9,-1.0,dengede,41114,,440,988.0,2142128.0
42,1902,Konya,Çeltik,2.0,4.1322613,4,-2.0,norm_eksigi,10695,,370,112.0,348322.0
42,1262,Konya,Çumra,20.0,10.998198,11,9.0,norm_fazlasi,45927,,533,928.0,1315278.0
42,1907,Konya,Derbent,3.0,3.2991192,3,0.0,dengede,3315,,395,60.0,123263.0
42,1789,Konya,Derebucak,3.0,3.1589506,3,0.0,dengede,4661,,288,120.0,23956.0
42,1285,Konya,Doðanhisar,2.0,4.0247936,4,-2.0,norm_eksigi,8826,,418,174.0,223889.0
42,1920,Konya,Emirgazi,4.0,5.427561,5,-1.0,norm_eksigi,5926,,332,66.0,404116.0
42,1312,Konya,Ereðli,25.0,20.640266,21,4.0,dengede,103183,,481,2773.0,1085588.0
42,1933,Konya,Güneysýnýr,5.0,3.9191835,4,1.0,norm_fazlasi,6388,,418,146.0,219747.0
42,1375,Konya,Hadim,1.0,3.9524174,4,-3.0,norm_eksigi,9420,,287,95.0,81011.0
42,1937,Konya,Halkapýnar,4.0,3.3639967,3,1.0,norm_fazlasi,3467,,359,84.0,57655.0
42,1804,Konya,Hüyük,4.0,5.425605,5,-1.0,norm_eksigi,12483,,430,340.0,202567.0
42,1400,Konya,Ilgýn,12.0,10.723812,11,1.0,dengede,41434,,533,813.0,720517.0
42,1422,Konya,Kadýnhaný,8.0,9.347798,9,-1.0,dengede,22327,,490,483.0,1108479.0
42,1441,Konya,Karapýnar,14.0,12.370955,12,2.0,dengede,35191,,446,953.0,1249149.0
42,1814,Konya,Karatay,24.0,23.13416,23,1.0,dengede,267096,,496,4967.0,1859978.0
42,1491,Konya,Kulu,8.0,6.3920364,6,2.0,norm_fazlasi,36645,,393,1046.0,997042.0
42,1827,Konya,Meram,19.0,21.88493,22,-3.0,dengede,255204,,577,4348.0,637257.0
42,1598,Konya,Sarayönü,8.0,9.298116,9,-1.0,dengede,20707,,489,454.0,1155858.0
42,1839,Konya,Selçuklu,15.0,16.641928,17,-2.0,dengede,490479,,475,7935.0,656491.0
42,1617,Konya,Seydiþehir,9.0,10.55675,11,-2.0,dengede,50475,,492,1053.0,386893.0
42,1848,Konya,Taþkent,1.0,2.307008,2,-1.0,norm_eksigi,4384,,275,80.0,17213.0
42,1990,Konya,Tuzlukçu,4.0,3.8702736,4,0.0,dengede,5255,,412,134.0,380248.0
42,1994,Konya,Yalýhüyük,3.0,2.1476834,2,1.0,norm_fazlasi,1504,,275,24.0,40119.0
42,1735,Konya,Yunak,4.0,5.515379,6,-2.0,norm_eksigi,15308,,411,270.0,1305556.0
43,1132,Kütahya,Altýntaþ,5.0,4.9462967,5,0.0,dengede,3939,,474,244.0,415861.0
43,1764,Kütahya,Aslanapa,3.0,2.3598566,2,1.0,norm_fazlasi,1509,,386,147.0,212858.0
43,1898,Kütahya,Çavdarhisar,4.0,2.713771,3,1.0,norm_fazlasi,1814,,380,95.0,172721.0
43,1288,Kütahya,Domaniç,4.0,3.8751724,4,0.0,dengede,5578,,359,225.0,94451.0
43,1790,Kütahya,Dumlupýnar,4.0,1.8707907,2,2.0,norm_fazlasi,1038,,304,34.0,58608.0
43,1304,Kütahya,Emet,4.0,4.740733,5,-1.0,norm_eksigi,8474,,455,486.0,170195.0
43,1339,Kütahya,Gediz,5.0,5.7555256,6,-1.0,dengede,25945,,469,833.0,472029.0
43,1802,Kütahya,Hisarcýk,2.0,2.701576,3,-1.0,norm_eksigi,3800,,379,137.0,58337.0
43,1979,Kütahya,Pazarlar,3.0,2.6172473,3,0.0,dengede,2635,,453,59.0,35923.0
43,1625,Kütahya,Simav,8.0,9.959175,10,-2.0,norm_eksigi,33577,,659,858.0,298538.0
43,1843,Kütahya,Þaphane,3.0,2.5875719,3,0.0,dengede,2488,,378,138.0,62102.0
43,1671,Kütahya,Tavþanlý,10.0,11.215527,11,-1.0,dengede,65530,,554,2057.0,388498.0
44,1114,Malatya,Akçadað,11.0,7.010436,7,4.0,norm_fazlasi,29819,,421,577.0,293511.0
44,1143,Malatya,Arapgir,4.0,4.2960997,4,0.0,dengede,8994,,366,186.0,170224.0
44,1148,Malatya,Arguvan,4.0,4.0650005,4,0.0,dengede,6473,,337,125.0,297335.0
44,1772,Malatya,Battalgazi,17.0,16.824457,17,0.0,dengede,220196,,431,4254.0,299963.0
44,1265,Malatya,Darende,6.0,4.912854,5,1.0,norm_fazlasi,21280,,412,645.0,386804.0
44,1286,Malatya,Doðanþehir,5.0,5.3490887,5,0.0,dengede,27139,,396,562.0,101774.0
44,1914,Malatya,Doðanyol,2.0,2.4628131,2,0.0,dengede,4025,,333,112.0,25451.0
44,1390,Malatya,Hekimhan,3.0,4.2761116,4,-1.0,norm_eksigi,15843,,336,337.0,292114.0
44,1953,Malatya,Kale,3.0,3.2689435,3,0.0,dengede,5749,,304,276.0,22379.0
44,1969,Malatya,Kuluncak,4.0,3.597257,4,0.0,dengede,7139,,368,125.0,198179.0
44,1582,Malatya,Pütürge,4.0,3.2223523,3,1.0,norm_fazlasi,11438,,350,210.0,56767.0
44,1995,Malatya,Yazýhan,6.0,5.1058435,5,1.0,norm_fazlasi,10898,,410,228.0,315827.0
44,1729,Malatya,Yeþilyurt,19.0,16.865185,17,2.0,dengede,207749,,437,4044.0,224453.0
45,1751,Manisa,Ahmetli,5.0,4.211873,4,1.0,norm_fazlasi,14250,,468,338.0,115760.0
45,1118,Manisa,Akhisar,15.0,14.260062,14,1.0,dengede,136002,,508,4082.0,683693.0
45,1127,Manisa,Alaþehir,12.0,11.59076,12,0.0,dengede,87601,,464,1501.0,362270.0
45,1269,Manisa,Demirci,6.0,6.99547,7,-1.0,dengede,29434,,549,615.0,291407.0
45,1793,Manisa,Gölmarmara,5.0,4.370225,4,1.0,norm_fazlasi,11290,,339,398.0,119236.0
45,1362,Manisa,Gördes,5.0,6.9132195,7,-2.0,norm_eksigi,21046,,408,623.0,304846.0
45,1470,Manisa,Kýrkaðaç,7.0,5.523654,6,1.0,dengede,31852,,477,830.0,210927.0
45,1965,Manisa,Köprübaþý,6.0,5.176613,5,1.0,norm_fazlasi,10601,,358,206.0,192484.0
45,1489,Manisa,Kula,11.0,10.273918,10,1.0,dengede,36697,,480,995.0,340096.0
45,1590,Manisa,Salihli,22.0,15.492297,15,7.0,norm_fazlasi,122295,,602,3272.0,567487.0
45,1600,Manisa,Sarýgöl,5.0,6.953454,7,-2.0,norm_eksigi,28830,,459,536.0,188551.0
45,1606,Manisa,Saruhanlý,6.0,8.655385,9,-3.0,norm_eksigi,47024,,391,1165.0,398187.0
45,1613,Manisa,Selendi,6.0,5.221984,5,1.0,norm_fazlasi,14094,,393,245.0,379164.0
45,1634,Manisa,Soma,8.0,8.861933,9,-1.0,dengede,70925,,499,1643.0,206415.0
45,2086,Manisa,Þehzadeler,8.0,10.254337,10,-2.0,norm_eksigi,125804,,387,2604.0,329287.0
45,1689,Manisa,Turgutlu,13.0,12.046547,12,1.0,dengede,124244,,523,2525.0,249112.0
45,2087,Manisa,Yunusemre,7.0,8.552935,9,-2.0,norm_eksigi,200762,,404,3471.0,100704.0
47,2088,Mardin,Artuklu,13.0,10.824414,11,2.0,dengede,121357,,368,2511.0,328664.0
47,1787,Mardin,Dargeçit,3.0,3.944402,4,-1.0,norm_eksigi,15978,,240,180.0,163014.0
47,1273,Mardin,Derik,8.0,10.2627535,10,-2.0,norm_eksigi,35078,,341,304.0,550583.0
47,1474,Mardin,Kýzýltepe,16.0,11.387266,11,5.0,norm_fazlasi,168590,,373,1359.0,998840.0
47,1519,Mardin,Mazýdaðý,5.0,5.517021,6,-1.0,dengede,23209,,317,167.0,123958.0
47,1526,Mardin,Midyat,10.0,7.990139,8,2.0,norm_fazlasi,83358,,310,1199.0,374434.0
47,1547,Mardin,Nusaybin,6.0,11.16702,11,-5.0,norm_eksigi,77197,,390,696.0,268779.0
47,1564,Mardin,Ömerli,5.0,3.223458,3,2.0,norm_fazlasi,9342,,273,438.0,191155.0
47,1609,Mardin,Savur,6.0,6.720784,7,-1.0,dengede,14330,,369,99.0,212983.0
47,2002,Mardin,Yeþilli,3.0,3.9519942,4,-1.0,norm_eksigi,7753,,314,68.0,35810.0
33,2064,Mersin,Akdeniz,19.0,12.291451,12,7.0,norm_fazlasi,180517,,336,4534.0,105454.0
33,1135,Mersin,Anamur,8.0,6.775305,7,1.0,dengede,56233,,358,1168.0,188435.0
33,1766,Mersin,Aydýncýk,3.0,3.3535955,3,0.0,dengede,9064,,397,110.0,53230.0
33,1779,Mersin,Bozyazý,5.0,5.2159615,5,0.0,dengede,25615,,400,528.0,69329.0
33,1892,Mersin,Çamlýyayla,6.0,3.0098639,3,3.0,norm_fazlasi,8591,,256,305.0,12658.0
33,1311,Mersin,Erdemli,22.0,12.253003,12,10.0,norm_fazlasi,128395,,398,4284.0,257926.0
33,1366,Mersin,Gülnar,8.0,6.071809,6,2.0,norm_fazlasi,35299,,277,293.0,196457.0
33,2065,Mersin,Mezitli,13.0,7.8492956,8,5.0,norm_fazlasi,174066,,298,3094.0,49425.0
33,1536,Mersin,Mut,12.0,9.793492,10,2.0,norm_fazlasi,51726,,377,484.0,713100.0
33,1621,Mersin,Silifke,17.0,14.944484,15,2.0,dengede,99676,,533,2962.0,519729.0
33,1665,Mersin,Tarsus,21.0,21.317009,21,0.0,dengede,266789,,623,3234.0,1004217.0
33,2066,Mersin,Toroslar,14.0,12.885484,13,1.0,dengede,228651,,360,3142.0,62265.0
33,2067,Mersin,Yeniþehir,10.0,8.728385,9,1.0,dengede,212799,,319,3804.0,26528.0
