il_kod,ilce_kod,il_adi,ilce_adi,veteriner_mevcut,veteriner_tahmin,veteriner_tahmin_yuvarlak,veteriner_fark,veteriner_durumu,nufus_18plus,yuzolcum,toplam_hayvan_2024,denetim_sayisi,tarim_alani_2024
48,1197,Muðla,Bodrum,6.0,9.241471,9,-3.0,norm_eksigi,152866,,511,5755.0,121861.0
48,1742,Muðla,Dalaman,6.0,7.1706314,7,-1.0,dengede,40156,,532,693.0,119572.0
48,1266,Muðla,Datça,5.0,5.2765493,5,0.0,dengede,17965,,444,902.0,25329.0
48,1331,Muðla,Fethiye,14.0,14.924516,15,-1.0,dengede,124326,,647,6547.0,101029.0
48,1958,Muðla,Kavaklýdere,3.0,4.286197,4,-1.0,norm_eksigi,8458,,471,168.0,32284.0
48,1488,Muðla,Köyceðiz,10.0,8.902095,9,1.0,dengede,31174,,540,718.0,98286.0
48,1517,Muðla,Marmaris,8.0,7.836093,8,0.0,dengede,76501,,446,3015.0,14592.0
48,2089,Muðla,Menteþe,15.0,13.593013,14,1.0,dengede,100811,,596,2002.0,234793.0
48,1528,Muðla,Milas,19.0,19.20568,19,0.0,dengede,106741,,592,2463.0,669911.0
48,1831,Muðla,Ortaca,9.0,8.850721,9,0.0,dengede,44509,,439,1727.0,64384.0
48,2090,Muðla,Seydikemer,23.0,12.468715,12,11.0,norm_fazlasi,48107,,778,773.0,287225.0
48,1695,Muðla,Ula,8.0,7.2764378,7,1.0,dengede,26708,,516,994.0,36322.0
48,1719,Muðla,Yataðan,9.0,9.865792,10,-1.0,dengede,28411,,604,810.0,209620.0
49,1213,Muþ,Bulanýk,7.0,8.075832,8,-1.0,dengede,25328,,228,359.0,652626.0
49,1801,Muþ,Hasköy,3.0,3.6903474,4,-1.0,norm_eksigi,9914,,223,217.0,57925.0
49,1964,Muþ,Korkut,5.0,5.7848806,6,-1.0,dengede,3327,,221,225.0,334649.0
49,1510,Muþ,Malazgirt,4.0,6.561182,7,-3.0,norm_eksigi,12757,,241,389.0,899905.0
49,1711,Muþ,Varto,8.0,6.242671,6,2.0,norm_fazlasi,7361,,213,481.0,336500.0
50,1749,Nevþehir,Acýgöl,5.0,3.8249903,4,1.0,norm_fazlasi,8182,,367,276.0,257341.0
50,1155,Nevþehir,Avanos,8.0,6.941389,7,1.0,dengede,18953,,387,742.0,697126.0
50,1274,Nevþehir,Derinkuyu,6.0,4.2049103,4,2.0,norm_fazlasi,9843,,327,249.0,246355.0
50,1367,Nevþehir,Gülþehir,6.0,4.6807814,5,1.0,norm_fazlasi,8371,,398,231.0,429326.0
50,1374,Nevþehir,Hacýbektaþ,4.0,3.6636512,4,0.0,dengede,4464,,388,99.0,435477.0
50,1485,Nevþehir,Kozaklý,4.0,4.106223,4,0.0,dengede,6127,,441,158.0,573011.0
50,1707,Nevþehir,Ürgüp,5.0,6.124258,6,-1.0,dengede,26297,,481,1136.0,275488.0
51,1876,Niðde,Altunhisar,3.0,3.4959745,3,0.0,dengede,6190,,367,200.0,247450.0
51,1201,Niðde,Bor,9.0,10.003665,10,-1.0,dengede,39883,,423,662.0,569108.0
51,1225,Niðde,Çamardý,2.0,3.3516805,3,-1.0,norm_eksigi,2871,,366,142.0,500000.0
51,1904,Niðde,Çiftlik,5.0,4.200567,4,1.0,norm_fazlasi,11003,,315,221.0,166040.0
51,1700,Niðde,Ulukýþla,5.0,5.340848,5,0.0,dengede,4755,,427,334.0,333989.0
52,1119,Ordu,Akkuþ,3.0,3.5859492,4,-1.0,norm_eksigi,18323,,285,342.0,192147.0
52,2103,Ordu,Altýnordu,12.0,12.237254,12,0.0,dengede,182474,,256,4242.0,274264.0
52,1158,Ordu,Aybastý,3.0,3.7225192,4,-1.0,norm_eksigi,17868,,189,417.0,101272.0
52,1891,Ordu,Çamaþ,3.0,2.5361967,3,0.0,dengede,8232,,148,183.0,71115.0
52,1897,Ordu,Çatalpýnar,4.0,2.2506618,2,2.0,norm_fazlasi,8006,,150,295.0,49989.0
52,1900,Ordu,Çaybaþý,2.0,3.3257706,3,-1.0,norm_eksigi,8470,,232,171.0,68799.0
52,1328,Ordu,Fatsa,9.0,7.7389917,8,1.0,dengede,97025,,286,1907.0,275195.0
52,1358,Ordu,Gölköy,5.0,2.8669775,3,2.0,norm_fazlasi,19203,,168,438.0,144029.0
52,1795,Ordu,Gülyalý,2.0,2.8144028,3,-1.0,norm_eksigi,7177,,227,139.0,33718.0
52,1797,Ordu,Gürgentepe,3.0,2.6837313,3,0.0,dengede,13803,,180,284.0,106423.0
52,1947,Ordu,Ýkizce,3.0,2.6644166,3,0.0,dengede,10790,,178,165.0,97720.0
52,1950,Ordu,Kabadüz,3.0,2.6056256,3,0.0,dengede,6684,,167,157.0,89144.0
52,1951,Ordu,Kabataþ,2.0,2.3149605,2,0.0,dengede,7983,,149,205.0,49781.0
52,1482,Ordu,Korgan,3.0,3.051907,3,0.0,dengede,17287,,161,434.0,92669.0
52,1493,Ordu,Kumru,3.0,4.4874334,4,-1.0,norm_eksigi,23412,,223,371.0,125366.0
52,1525,Ordu,Mesudiye,4.0,2.7604465,3,1.0,norm_fazlasi,13197,,234,153.0,152568.0
52,1573,Ordu,Perþembe,3.0,4.8296776,5,-2.0,norm_eksigi,31724,,297,577.0,184422.0
52,1696,Ordu,Ulubey,3.0,3.5989497,4,-1.0,norm_eksigi,16888,,213,278.0,178885.0
52,1706,Ordu,Ünye,7.0,9.378546,9,-2.0,norm_eksigi,100401,,246,2338.0,310035.0
80,1165,Osmaniye,Bahçe,5.0,3.6729555,4,1.0,norm_fazlasi,10718,,325,494.0,47125.0
80,1743,Osmaniye,Düziçi,9.0,7.5105753,8,1.0,dengede,49246,,452,1041.0,196603.0
80,2027,Osmaniye,Hasanbeyli,3.0,2.637778,3,0.0,dengede,2170,,262,48.0,31157.0
80,1423,Osmaniye,Kadirli,14.0,12.792252,13,1.0,dengede,81372,,479,2198.0,479955.0
80,2028,Osmaniye,Sumbas,5.0,3.493896,3,2.0,norm_fazlasi,3459,,325,164.0,137835.0
80,2029,Osmaniye,Toprakkale,6.0,4.18511,4,2.0,norm_fazlasi,15093,,311,487.0,62975.0
53,1146,Rize,Ardeþen,1.0,3.241803,3,-2.0,norm_eksigi,24565,,253,664.0,83672.0
53,1228,Rize,Çamlýhemþin,1.0,2.0796423,2,-1.0,norm_eksigi,1641,,189,224.0,15191.0
53,1241,Rize,Çayeli,4.0,3.5026586,4,0.0,dengede,21962,,214,567.0,83733.0
53,1908,Rize,Derepazarý,4.0,2.3694863,2,2.0,norm_fazlasi,3092,,197,91.0,19431.0
53,1332,Rize,Fýndýklý,2.0,2.8111138,3,-1.0,norm_eksigi,9419,,236,223.0,52230.0
53,1796,Rize,Güneysu,2.0,2.4045892,2,0.0,dengede,6443,,204,142.0,39411.0
53,1943,Rize,Hemþin,3.0,2.1226652,2,1.0,norm_fazlasi,1179,,178,28.0,3823.0
53,1405,Rize,Ýkizdere,2.0,2.028883,2,0.0,dengede,1524,,193,45.0,5141.0
53,1949,Rize,Ýyidere,3.0,2.5185468,3,0.0,dengede,4291,,215,176.0,18846.0
53,1428,Rize,Kalkandere,1.0,2.7623947,3,-2.0,norm_eksigi,5971,,209,114.0,40726.0
53,1569,Rize,Pazar,1.0,2.714249,3,-2.0,norm_eksigi,12939,,246,350.0,67480.0
54,2068,Sakarya,Adapazarý,9.0,12.567794,13,-4.0,norm_eksigi,211991,,408,4930.0,174136.0
54,1123,Sakarya,Akyazý,5.0,7.530119,8,-3.0,norm_eksigi,71719,,314,1438.0,152470.0
54,2069,Sakarya,Arifiye,2.0,3.7418292,4,-2.0,norm_eksigi,39246,,230,1189.0,15541.0
54,2070,Sakarya,Erenler,7.0,7.2966766,7,0.0,dengede,67248,,395,1928.0,77347.0
54,1925,Sakarya,Ferizli,3.0,3.8594668,4,-1.0,norm_eksigi,27649,,244,457.0,76783.0
54,1351,Sakarya,Geyve,3.0,5.5096807,6,-3.0,norm_eksigi,40465,,350,747.0,156702.0
54,1391,Sakarya,Hendek,5.0,7.033019,7,-2.0,norm_eksigi,75069,,325,1417.0,198678.0
54,1955,Sakarya,Karapürçek,3.0,3.0349836,3,0.0,dengede,8905,,222,260.0,29022.0
54,1442,Sakarya,Karasu,6.0,7.5237923,8,-2.0,norm_eksigi,61036,,366,1538.0,245997.0
54,1453,Sakarya,Kaynarca,9.0,5.917903,6,3.0,norm_fazlasi,20766,,249,453.0,104497.0
54,1818,Sakarya,Kocaali,5.0,4.040333,4,1.0,norm_fazlasi,19434,,303,498.0,170762.0
54,1833,Sakarya,Pamukova,2.0,3.852753,4,-2.0,norm_eksigi,23169,,349,754.0,79193.0
54,1595,Sakarya,Sapanca,4.0,3.2467277,3,1.0,norm_fazlasi,36910,,217,1015.0,8634.0
54,2071,Sakarya,Serdivan,6.0,6.4684315,6,0.0,dengede,129016,,351,2348.0,45850.0
54,1986,Sakarya,Söðütlü,7.0,4.277562,4,3.0,norm_fazlasi,13116,,277,346.0,91521.0
54,1847,Sakarya,Taraklý,5.0,3.2081501,3,2.0,norm_fazlasi,5757,,306,197.0,83974.0
55,1125,Samsun,Alaçam,5.0,6.7686787,7,-2.0,norm_eksigi,21223,,449,444.0,227489.0
55,1763,Samsun,Asarcýk,7.0,3.969209,4,3.0,norm_fazlasi,12086,,304,140.0,65705.0
55,2072,Samsun,Atakum,11.0,9.644018,10,1.0,dengede,196026,,338,2924.0,97091.0
55,1879,Samsun,Ayvacýk,4.0,3.8865478,4,0.0,dengede,15350,,198,192.0,108416.0
55,1164,Samsun,Bafra,13.0,15.885079,16,-3.0,dengede,112207,,635,2663.0,642061.0
55,2073,Samsun,Canik,8.0,6.355176,6,2.0,norm_fazlasi,78268,,348,1268.0,76510.0
55,1234,Samsun,Çarþamba,13.0,12.822869,13,0.0,dengede,119849,,402,1846.0,548842.0
55,1386,Samsun,Havza,7.0,6.7887487,7,0.0,dengede,30910,,396,518.0,403757.0
55,2074,Samsun,Ýlkadým,7.0,8.245534,8,-1.0,dengede,248848,,354,5141.0,47440.0
55,1452,Samsun,Kavak,6.0,4.4509916,4,2.0,norm_fazlasi,19052,,319,567.0,170075.0
55,1501,Samsun,Ladik,6.0,4.4112415,4,2.0,norm_fazlasi,13493,,334,284.0,166969.0
55,1838,Samsun,Salýpazarý,5.0,4.504117,5,0.0,dengede,20364,,318,487.0,149750.0
55,1849,Samsun,Tekkeköy,10.0,7.828617,8,2.0,norm_fazlasi,47181,,367,1230.0,159282.0
55,1676,Samsun,Terme,6.0,8.402081,8,-2.0,norm_eksigi,59824,,342,1100.0,378041.0
55,1712,Samsun,Vezirköprü,8.0,8.492307,8,0.0,dengede,76716,,469,1302.0,447329.0
55,1993,Samsun,Yakakent,3.0,3.504443,4,-1.0,norm_eksigi,7304,,311,417.0,49727.0
56,1179,Siirt,Baykan,2.0,2.4309719,2,0.0,dengede,9762,,237,98.0,75620.0
56,1317,Siirt,Eruh,4.0,2.6822984,3,1.0,norm_fazlasi,5931,,272,61.0,114936.0
56,1495,Siirt,Kurtalan,7.0,5.836768,6,1.0,dengede,28151,,309,337.0,450522.0
56,1575,Siirt,Pervari,4.0,2.8765447,3,1.0,norm_fazlasi,5114,,267,80.0,108401.0
56,1662,Siirt,Þirvan,4.0,2.7333825,3,1.0,norm_fazlasi,3786,,215,22.0,60298.0
56,1878,Siirt,Tillo,4.0,2.2639575,2,2.0,norm_fazlasi,1572,,233,16.0,42685.0
57,1156,Sinop,Ayancýk,3.0,3.4176278,3,0.0,dengede,10095,,332,291.0,59391.0
57,1204,Sinop,Boyabat,6.0,6.2794523,6,0.0,dengede,20679,,446,490.0,174369.0
57,1910,Sinop,Dikmen,3.0,2.1046517,2,1.0,norm_fazlasi,1070,,246,157.0,65148.0
57,1290,Sinop,Duraðan,4.0,3.676856,4,0.0,dengede,5530,,410,156.0,129262.0
57,1314,Sinop,Erfelek,3.0,3.0896623,3,0.0,dengede,3179,,330,219.0,78448.0
57,1349,Sinop,Gerze,6.0,4.8946075,5,1.0,norm_fazlasi,16367,,459,440.0,111761.0
57,1981,Sinop,Saraydüzü,1.0,1.8229427,2,-1.0,norm_eksigi,985,,244,43.0,31346.0
57,1693,Sinop,Türkeli,3.0,2.8915915,3,0.0,dengede,5321,,323,208.0,25582.0
58,1870,Sivas,Akýncýlar,1.0,2.1813846,2,-1.0,norm_eksigi,1956,,295,56.0,153629.0
58,1875,Sivas,Altýnyayla,4.0,3.5168455,4,0.0,dengede,3600,,312,132.0,268975.0
58,1282,Sivas,Divriði,4.0,4.0597744,4,0.0,dengede,8464,,333,328.0,94271.0
58,1913,Sivas,Doðanþar,1.0,1.8293571,2,-1.0,norm_eksigi,1042,,160,48.0,15742.0
58,1342,Sivas,Gemerek,7.0,6.019289,6,1.0,dengede,11033,,357,310.0,442419.0
58,1927,Sivas,Gölova,2.0,1.899207,2,0.0,dengede,1209,,237,54.0,62370.0
58,1373,Sivas,Gürün,4.0,5.975624,6,-2.0,norm_eksigi,7780,,361,332.0,514176.0
58,1376,Sivas,Hafik,4.0,3.0632308,3,1.0,norm_fazlasi,2684,,353,132.0,504718.0
58,1407,Sivas,Ýmranlý,3.0,2.1823761,2,1.0,norm_fazlasi,2368,,281,176.0,60026.0
58,1431,Sivas,Kangal,2.0,4.696123,5,-3.0,norm_eksigi,6541,,327,283.0,1261934.0
58,1484,Sivas,Koyulhisar,1.0,2.4792347,2,-1.0,norm_eksigi,3021,,339,160.0,120896.0
58,1646,Sivas,Suþehri,5.0,5.278982,5,0.0,dengede,11772,,384,533.0,206563.0
58,1650,Sivas,Þarkýþla,6.0,6.97235,7,-1.0,dengede,18925,,383,444.0,888211.0
58,1991,Sivas,Ulaþ,3.0,2.8645399,3,0.0,dengede,2408,,333,131.0,510320.0
58,1731,Sivas,Yýldýzeli,7.0,6.4632435,6,1.0,dengede,6274,,379,366.0,906418.0
58,1738,Sivas,Zara,1.0,5.546582,6,-5.0,norm_eksigi,8777,,305,128.0,372103.0
63,1115,Þanlýurfa,Akçakale,9.0,11.571345,12,-3.0,norm_eksigi,63842,,319,199.0,813794.0
63,1194,Þanlýurfa,Birecik,10.0,8.344526,8,2.0,norm_fazlasi,49905,,315,1552.0,771041.0
63,1209,Þanlýurfa,Bozova,6.0,6.3076324,6,0.0,dengede,36734,,385,438.0,743609.0
63,1220,Þanlýurfa,Ceylanpýnar,7.0,6.7730064,7,0.0,dengede,52834,,390,1050.0,1271219.0
63,2091,Þanlýurfa,Eyyübiye,18.0,14.419012,14,4.0,norm_fazlasi,215176,,356,3787.0,573467.0
63,1378,Þanlýurfa,Halfeti,7.0,6.248906,6,1.0,dengede,32353,,225,404.0,352987.0
63,2092,Þanlýurfa,Haliliye,18.0,15.831288,16,2.0,dengede,231420,,403,4096.0,843312.0
63,1800,Þanlýurfa,Harran,6.0,6.583823,7,-1.0,dengede,45369,,329,239.0,619192.0
63,1393,Þanlýurfa,Hilvan,12.0,6.522151,7,5.0,norm_fazlasi,25564,,409,363.0,906535.0
63,2093,Þanlýurfa,Karaköprü,13.0,11.635259,12,1.0,dengede,179968,,370,2262.0,680527.0
63,1630,Þanlýurfa,Siverek,20.0,16.726803,17,3.0,dengede,157403,,440,958.0,1910549.0
63,1643,Þanlýurfa,Suruç,11.0,6.5704184,7,4.0,norm_fazlasi,62818,,357,810.0,637966.0
63,1713,Þanlýurfa,Viranþehir,8.0,9.901074,10,-2.0,norm_eksigi,116656,,344,1102.0,982864.0
73,1189,Þýrnak,Beytüþþebap,3.0,2.73887,3,0.0,dengede,4509,,224,115.0,44966.0
73,1223,Þýrnak,Cizre,9.0,8.064783,8,1.0,dengede,87039,,295,968.0,112778.0
73,1931,Þýrnak,Güçlükonak,2.0,2.305737,2,0.0,dengede,4876,,204,75.0,38829.0
73,1403,Þýrnak,Ýdil,8.0,8.124858,8,0.0,dengede,20180,,320,353.0,383190.0
73,1623,Þýrnak,Silopi,8.0,6.061634,6,2.0,norm_fazlasi,75371,,270,1348.0,289175.0
73,1698,Þýrnak,Uludere,5.0,4.5065002,5,0.0,dengede,19898,,248,266.0,77186.0
59,1250,Tekirdað,Çerkezköy,5.0,7.179656,7,-2.0,norm_eksigi,164412,,314,1715.0,51076.0
59,1258,Tekirdað,Çorlu,8.0,10.697988,11,-3.0,norm_eksigi,218236,,350,3145.0,312865.0
59,2094,Tekirdað,Ergene,7.0,7.9177666,8,-1.0,dengede,45050,,392,1172.0,324129.0
59,1388,Tekirdað,Hayrabolu,7.0,6.794998,7,0.0,dengede,25066,,447,891.0,805768.0
59,2095,Tekirdað,Kapaklý,4.0,7.0879526,7,-3.0,norm_eksigi,103501,,342,1233.0,103055.0
59,1511,Tekirdað,Malkara,10.0,11.191339,11,-1.0,dengede,38383,,457,1302.0,874479.0
59,1538,Tekirdað,Muratlý,4.0,5.740327,6,-2.0,norm_eksigi,22528,,374,397.0,343721.0
59,1596,Tekirdað,Saray,6.0,7.6839123,8,-2.0,norm_eksigi,40880,,414,631.0,338240.0
59,2096,Tekirdað,Süleymanpaþa,15.0,16.649174,17,-2.0,dengede,171556,,548,2661.0,758891.0
59,1652,Tekirdað,Þarköy,6.0,7.215703,7,-1.0,dengede,29702,,499,753.0,163596.0
60,1129,Tokat,Almus,5.0,4.302039,4,1.0,norm_fazlasi,17532,,373,225.0,104122.0
60,1151,Tokat,Artova,4.0,2.8470387,3,1.0,norm_fazlasi,3634,,358,81.0,186716.0
60,1883,Tokat,Baþçiftlik,2.0,2.3684173,2,0.0,dengede,5470,,198,47.0,78558.0
60,1308,Tokat,Erbaa,13.0,9.753438,10,3.0,norm_fazlasi,62151,,548,1496.0,376649.0
60,1545,Tokat,Niksar,9.0,9.6738205,10,-1.0,dengede,44946,,524,1168.0,346547.0
60,1834,Tokat,Pazar,6.0,3.9051883,4,2.0,norm_fazlasi,6582,,428,225.0,99218.0
60,1584,Tokat,Reþadiye,4.0,5.301079,5,-1.0,norm_eksigi,27769,,323,387.0,247759.0
60,1987,Tokat,Sulusaray,3.0,2.7182121,3,0.0,dengede,4377,,358,59.0,114730.0
60,1690,Tokat,Turhal,11.0,10.001749,10,1.0,dengede,49463,,509,1263.0,384808.0
60,1858,Tokat,Yeþilyurt,5.0,3.5972667,4,1.0,norm_fazlasi,4245,,315,148.0,93929.0
60,1740,Tokat,Zile,12.0,8.258569,8,4.0,norm_fazlasi,27303,,453,704.0,749911.0
61,1113,Trabzon,Akçaabat,8.0,8.196611,8,0.0,dengede,81954,,317,1426.0,144189.0
61,1141,Trabzon,Araklý,4.0,5.159049,5,-1.0,norm_eksigi,38955,,278,599.0,87659.0
61,1150,Trabzon,Arsin,3.0,3.9246998,4,-1.0,norm_eksigi,25139,,258,584.0,88551.0
61,1775,Trabzon,Beþikdüzü,4.0,4.301665,4,0.0,dengede,21359,,285,422.0,43842.0
61,1896,Trabzon,Çarþýbaþý,4.0,3.747177,4,0.0,dengede,11949,,284,358.0,36121.0
61,1244,Trabzon,Çaykara,1.0,2.2062917,2,-1.0,norm_eksigi,12909,,201,299.0,13794.0
61,1909,Trabzon,Dernekpazarý,3.0,2.473017,2,1.0,norm_fazlasi,4440,,203,60.0,9062.0
61,1917,Trabzon,Düzköy,4.0,3.5992587,4,0.0,dengede,8971,,240,235.0,41875.0
61,1942,Trabzon,Hayrat,1.0,2.2325814,2,-1.0,norm_eksigi,7464,,223,51.0,30107.0
61,1966,Trabzon,Köprübaþý,0.0,2.5414433,3,-3.0,norm_eksigi,3486,,189,41.0,19530.0
61,1507,Trabzon,Maçka,2.0,4.5095663,5,-3.0,norm_eksigi,22971,,279,470.0,91864.0
61,1548,Trabzon,Of,4.0,4.1963167,4,0.0,dengede,36428,,243,377.0,93910.0
61,2097,Trabzon,Ortahisar,10.0,8.453809,8,2.0,norm_fazlasi,249704,,316,3726.0,107255.0
61,1647,Trabzon,Sürmene,2.0,4.045261,4,-2.0,norm_eksigi,21276,,236,453.0,54962.0
61,1842,Trabzon,Þalpazarý,2.0,2.8404682,3,-1.0,norm_eksigi,11306,,211,202.0,30825.0
61,1681,Trabzon,Tonya,4.0,3.4664512,3,1.0,norm_fazlasi,12758,,229,141.0,34237.0
61,1709,Trabzon,Vakfýkebir,5.0,4.1950507,4,1.0,norm_fazlasi,22489,,281,454.0,68544.0
61,1732,Trabzon,Yomra,4.0,4.2277417,4,0.0,dengede,42281,,223,621.0,76874.0
62,1247,Tunceli,Çemiþgezek,6.0,4.462887,4,2.0,norm_fazlasi,2592,,297,94.0,123823.0
62,1397,Tunceli,Hozat,1.0,2.1663942,2,-1.0,norm_eksigi,2253,,234,171.0,22646.0
62,1518,Tunceli,Mazgirt,1.0,3.044647,3,-2.0,norm_eksigi,2534,,264,99.0,71811.0
62,1562,Tunceli,Ovacýk,2.0,2.216939,2,0.0,dengede,2889,,193,185.0,17567.0
62,1574,Tunceli,Pertek,3.0,4.570303,5,-2.0,norm_eksigi,5782,,246,277.0,110533.0
62,1581,Tunceli,Pülümür,2.0,1.9802746,2,0.0,dengede,1258,,180,63.0,5755.0
64,1170,Uþak,Banaz,9.0,9.369184,9,0.0,dengede,14502,,654,615.0,398400.0
64,1323,Uþak,Eþme,10.0,7.5246496,8,2.0,norm_fazlasi,14031,,558,805.0,419349.0
64,1436,Uþak,Karahallý,3.0,3.6525939,4,-1.0,norm_eksigi,5660,,384,246.0,146503.0
64,1629,Uþak,Sivaslý,9.0,7.960266,8,1.0,dengede,9992,,575,421.0,237828.0
64,1697,Uþak,Ulubey,7.0,4.54014,5,2.0,norm_fazlasi,4977,,526,283.0,365501.0
65,1770,Van,Bahçesaray,2.0,2.5334146,3,-1.0,norm_eksigi,6641,,253,11.0,41160.0
65,1175,Van,Baþkale,8.0,6.5013847,7,1.0,dengede,25353,,183,79.0,465265.0
65,1786,Van,Çaldýran,6.0,6.070468,6,0.0,dengede,26290,,245,266.0,332547.0
65,1236,Van,Çatak,3.0,4.1765227,4,-1.0,norm_eksigi,10605,,236,55.0,241891.0
65,1918,Van,Edremit,11.0,6.7896214,7,4.0,norm_fazlasi,74261,,359,875.0,126579.0
65,1309,Van,Erciþ,8.0,7.2745247,7,1.0,dengede,95236,,352,1096.0,529344.0
65,1350,Van,Gevaþ,8.0,3.7505865,4,4.0,norm_fazlasi,15717,,306,181.0,135724.0
65,1372,Van,Gürpýnar,9.0,7.204874,7,2.0,norm_fazlasi,19074,,275,230.0,657777.0
65,2098,Van,Ýpekyolu,17.0,14.324597,14,3.0,norm_fazlasi,237320,,321,4636.0,222430.0
65,1533,Van,Muradiye,8.0,6.5825443,7,1.0,dengede,23258,,285,190.0,237404.0
65,1565,Van,Özalp,8.0,6.8527193,7,1.0,dengede,27800,,236,360.0,366554.0
65,1980,Van,Saray,7.0,2.8353465,3,4.0,norm_fazlasi,10401,,184,97.0,134720.0
65,2099,Van,Tuþba,12.0,11.072862,11,1.0,dengede,93847,,352,1192.0,311656.0
77,2019,Yalova,Altýnova,4.0,4.6899567,5,-1.0,norm_eksigi,21999,,381,604.0,26353.0
77,2020,Yalova,Armutlu,2.0,2.3355947,2,0.0,dengede,7217,,198,534.0,25843.0
77,2021,Yalova,Çýnarcýk,3.0,4.1391582,4,-1.0,norm_eksigi,30745,,334,1009.0,10256.0
77,2022,Yalova,Çiftlikköy,5.0,6.4973125,6,-1.0,dengede,39251,,363,925.0,34849.0
77,2026,Yalova,Termal,2.0,2.5538173,3,-1.0,norm_eksigi,3274,,274,176.0,5449.0
66,1117,Yozgat,Akdaðmadeni,3.0,6.602806,7,-4.0,norm_eksigi,19725,,472,572.0,334073.0
66,1877,Yozgat,Aydýncýk,1.0,2.4007123,2,-1.0,norm_eksigi,4416,,344,76.0,124472.0
66,1198,Yozgat,Boðazlýyan,7.0,7.92008,8,-1.0,dengede,22243,,376,411.0,845834.0
66,1895,Yozgat,Çandýr,1.0,2.328727,2,-1.0,norm_eksigi,2985,,374,89.0,137994.0
66,1242,Yozgat,Çayýralan,2.0,2.7618477,3,-1.0,norm_eksigi,5832,,389,137.0,191478.0
66,1245,Yozgat,Çekerek,5.0,3.1036482,3,2.0,norm_fazlasi,8487,,342,209.0,143919.0
66,1952,Yozgat,Kadýþehri,0.0,3.9006214,4,-4.0,norm_eksigi,6281,,315,130.0,173694.0
66,1982,Yozgat,Saraykent,4.0,3.639001,4,0.0,dengede,6533,,326,130.0,86223.0
66,1602,Yozgat,Sarýkaya,2.0,6.488491,6,-4.0,norm_eksigi,17035,,411,422.0,824532.0
66,1635,Yozgat,Sorgun,7.0,8.076559,8,-1.0,dengede,48951,,422,1344.0,928566.0
66,1998,Yozgat,Yenifakýlý,1.0,2.107221,2,-1.0,norm_eksigi,1465,,332,114.0,229625.0
66,1726,Yozgat,Yerköy,8.0,6.7541533,7,1.0,dengede,18420,,418,688.0,708564.0
67,1758,Zonguldak,Alaplý,4.0,3.567586,4,0.0,dengede,17197,,244,681.0,105765.0
67,1240,Zonguldak,Çaycuma,9.0,7.2940636,7,2.0,norm_fazlasi,41152,,439,1697.0,64612.0
67,1276,Zonguldak,Devrek,4.0,4.2646546,4,0.0,dengede,27476,,323,744.0,29982.0
67,1926,Zonguldak,Gökçebey,3.0,3.4978812,3,0.0,dengede,10455,,333,435.0,27049.0
67,2100,Zonguldak,Kilimli,3.0,3.1589239,3,0.0,dengede,25594,,231,610.0,3845.0
67,2101,Zonguldak,Kozlu,5.0,4.2167406,4,1.0,norm_fazlasi,35403,,298,670.0,8972.0
