il_adi,ilce_adi,veteriner_hekim,veteriner_tahmini_norm,veteriner_tahmini_norm_yuvarlak,veteriner_norm_farki,veteriner_durumu
Afyonkarahisar,Sinanpaþa,6.0,7.4962350382928875,7.0,-1.4962350382928875,dengede
Kayseri,Felahiye,3.0,4.496453174810333,4.0,-1.4964531748103331,norm_eksigi
Bursa,Gemlik,5.0,6.505383501181239,7.0,-1.5053835011812389,norm_eksigi
Gaziantep,Þahinbey,14.0,15.505893621719991,16.0,-1.5058936217199914,dengede
Konya,Derbent,3.0,4.507690669425407,5.0,-1.5076906694254069,norm_eksigi
Adana,Karaisalý,8.0,9.509328345669742,10.0,-1.5093283456697417,dengede
Tekirdað,Saray,6.0,7.513894916809317,8.0,-1.513894916809317,norm_eksigi
Kars,Selim,6.0,7.530026598593798,8.0,-1.530026598593798,norm_eksigi
Tokat,Reþadiye,4.0,5.5332455078573775,6.0,-1.5332455078573775,norm_eksigi
Samsun,Ýlkadým,7.0,8.541526616491995,9.0,-1.5415266164919945,dengede
Ordu,Çaybaþý,2.0,3.5453178818786824,4.0,-1.5453178818786824,norm_eksigi
Erzincan,Üzümlü,4.0,5.559547195232984,6.0,-1.5595471952329838,norm_eksigi
Konya,Tuzlukçu,4.0,5.569265668807532,6.0,-1.5692656688075317,norm_eksigi
Kayseri,Hacýlar,3.0,4.573474471431663,5.0,-1.5734744714316626,norm_eksigi
Balýkesir,Dursunbey,6.0,7.578060768008639,8.0,-1.5780607680086387,norm_eksigi
Kastamonu,Taþköprü,8.0,9.586934550657709,10.0,-1.586934550657709,dengede
Ýstanbul,Sarýyer,6.0,7.595165595951855,8.0,-1.5951655959518547,norm_eksigi
Çanakkale,Gelibolu,7.0,8.598271928655821,9.0,-1.5982719286558211,dengede
Ýzmir,Konak,6.0,7.604443933887271,8.0,-1.6044439338872714,norm_eksigi
Malatya,Doðanyol,2.0,3.624417198011884,4.0,-1.624417198011884,norm_eksigi
Giresun,Güce,1.0,2.6306058843327476,3.0,-1.6306058843327476,norm_eksigi
Erzurum,Narman,4.0,5.6382573246659415,6.0,-1.6382573246659415,norm_eksigi
Uþak,Karahallý,3.0,4.638277604209626,5.0,-1.6382776042096259,norm_eksigi
Balýkesir,Marmara,2.0,3.6414607760387665,4.0,-1.6414607760387665,norm_eksigi
Kastamonu,Çatalzeytin,1.0,2.649986170984963,3.0,-1.6499861709849628,norm_eksigi
Artvin,Hopa,2.0,3.652418629349986,4.0,-1.6524186293499858,norm_eksigi
Tekirdað,Malkara,10.0,11.66720263603332,12.0,-1.6672026360333199,dengede
Aðrý,Tutak,5.0,6.683761183597882,7.0,-1.6837611835978823,norm_eksigi
Sivas,Ulaþ,3.0,4.697668906586301,5.0,-1.6976689065863013,norm_eksigi
Tunceli,Hozat,1.0,2.703831423698674,3.0,-1.703831423698674,norm_eksigi
Tokat,Sulusaray,3.0,4.718217312232815,5.0,-1.7182173122328148,norm_eksigi
Van,Bahçesaray,2.0,3.7259335560115074,4.0,-1.7259335560115074,norm_eksigi
Þanlýurfa,Viranþehir,8.0,9.732689703106187,10.0,-1.7326897031061872,dengede
Çankýrý,Korgun,1.0,2.7327207810190055,3.0,-1.7327207810190055,norm_eksigi
Kýrklareli,Pýnarhisar,5.0,6.73400057082827,7.0,-1.73400057082827,norm_eksigi
Ýstanbul,Küçükçekmece,6.0,7.741694444270471,8.0,-1.741694444270471,norm_eksigi
Yozgat,Boðazlýyan,7.0,8.749300746162998,9.0,-1.749300746162998,dengede
Edirne,Enez,4.0,5.7550827539569855,6.0,-1.7550827539569855,norm_eksigi
Þanlýurfa,Akçakale,9.0,10.804794888258986,11.0,-1.8047948882589857,dengede
Kocaeli,Körfez,4.0,5.805105516163569,6.0,-1.805105516163569,norm_eksigi
Kahramanmaraþ,Türkoðlu,7.0,8.820387011098264,9.0,-1.8203870110982638,norm_eksigi
Manisa,Demirci,6.0,7.821218361293685,8.0,-1.8212183612936848,norm_eksigi
Sivas,Akýncýlar,1.0,2.8234714550448348,3.0,-1.8234714550448348,norm_eksigi
Karabük,Eskipazar,3.0,4.831265569984196,5.0,-1.831265569984196,norm_eksigi
Bursa,Keles,4.0,5.8338342081025365,6.0,-1.8338342081025365,norm_eksigi
Aksaray,Sultanhaný,4.0,5.840704935280796,6.0,-1.8407049352807956,norm_eksigi
Aksaray,Eskil,7.0,8.84122568780008,9.0,-1.8412256878000797,norm_eksigi
Edirne,Lalapaþa,3.0,4.842628589688983,5.0,-1.8426285896889834,norm_eksigi
Yozgat,Yenifakýlý,1.0,2.8450397996321146,3.0,-1.8450397996321146,norm_eksigi
Hatay,Belen,4.0,5.8589524447728545,6.0,-1.8589524447728545,norm_eksigi
Tunceli,Pertek,3.0,4.861298732806581,5.0,-1.8612987328065813,norm_eksigi
Çorum,Dodurga,1.0,2.8678912731144357,3.0,-1.8678912731144357,norm_eksigi
Düzce,Gümüþova,2.0,3.8731519744387994,4.0,-1.8731519744387994,norm_eksigi
Kocaeli,Kartepe,4.0,5.883543284140024,6.0,-1.883543284140024,norm_eksigi
Ordu,Akkuþ,3.0,4.891589937959723,5.0,-1.891589937959723,norm_eksigi
Yalova,Çýnarcýk,3.0,4.896103359446585,5.0,-1.8961033594465846,norm_eksigi
Hatay,Reyhanlý,6.0,7.905748485815874,8.0,-1.9057484858158737,norm_eksigi
Denizli,Bozkurt,4.0,5.909437915791254,6.0,-1.909437915791254,norm_eksigi
Mersin,Aydýncýk,3.0,4.913755041130608,5.0,-1.9137550411306083,norm_eksigi
Ordu,Perþembe,3.0,4.932261169912899,5.0,-1.9322611699128993,norm_eksigi
Aksaray,Güzelyurt,3.0,4.933932549351169,5.0,-1.9339325493511694,norm_eksigi
Ankara,Elmadað,5.0,6.935785656843522,7.0,-1.9357856568435219,norm_eksigi
Erzurum,Ýspir,4.0,5.943639562652532,6.0,-1.9436395626525318,norm_eksigi
Mardin,Savur,6.0,7.944714276425938,8.0,-1.9447142764259384,norm_eksigi
Burdur,Yeþilova,5.0,6.955487789014352,7.0,-1.9554877890143523,norm_eksigi
Rize,Kalkandere,1.0,2.9559398093285543,3.0,-1.9559398093285543,norm_eksigi
Elazýð,Arýcak,2.0,3.974814980291086,4.0,-1.974814980291086,norm_eksigi
Aydýn,Buharkent,3.0,4.980953291855114,5.0,-1.9809532918551138,norm_eksigi
Samsun,Alaçam,5.0,6.992964081287514,7.0,-1.9929640812875142,norm_eksigi
Mardin,Nusaybin,6.0,7.9969395117330695,8.0,-1.9969395117330695,norm_eksigi
Ýstanbul,Beykoz,5.0,6.997591576071275,7.0,-1.997591576071275,norm_eksigi
Trabzon,Sürmene,2.0,3.999773429327521,4.0,-1.999773429327521,norm_eksigi
Manisa,Gördes,5.0,7.00944033324402,7.0,-2.0094403332440196,norm_eksigi
Erzurum,Uzundere,2.0,4.015936596371246,4.0,-2.0159365963712457,norm_eksigi
Manisa,Sarýgöl,5.0,7.043352275290409,7.0,-2.0433522752904087,norm_eksigi
Giresun,Yaðlýdere,1.0,3.056028646175622,3.0,-2.056028646175622,norm_eksigi
Trabzon,Hayrat,1.0,3.066667229382371,3.0,-2.066667229382371,norm_eksigi
Nevþehir,Ürgüp,5.0,7.066740369819485,7.0,-2.0667403698194846,norm_eksigi
Kütahya,Emet,4.0,6.081681014462035,6.0,-2.081681014462035,norm_eksigi
Eskiþehir,Mahmudiye,5.0,7.098367279022414,7.0,-2.0983672790224137,norm_eksigi
Edirne,Ýpsala,5.0,7.118979209033817,7.0,-2.1189792090338173,norm_eksigi
Çanakkale,Gökçeada,3.0,5.134154837262347,5.0,-2.134154837262347,norm_eksigi
Denizli,Buldan,5.0,7.134684015833895,7.0,-2.134684015833895,norm_eksigi
Kayseri,Talas,5.0,7.1362773194929465,7.0,-2.1362773194929465,norm_eksigi
Sakarya,Arifiye,2.0,4.141203025106234,4.0,-2.1412030251062344,norm_eksigi
Kocaeli,Derince,3.0,5.143500919289455,5.0,-2.1435009192894547,norm_eksigi
Erzurum,Þenkaya,4.0,6.157417991040998,6.0,-2.1574179910409983,norm_eksigi
Eskiþehir,Seyitgazi,6.0,8.165611937700165,8.0,-2.165611937700165,norm_eksigi
Tunceli,Mazgirt,1.0,3.189425505147948,3.0,-2.189425505147948,norm_eksigi
Hakkari,Derecik,3.0,5.196966913295119,5.0,-2.1969669132951193,norm_eksigi
Tekirdað,Kapaklý,4.0,6.197234527380839,6.0,-2.1972345273808394,norm_eksigi
Denizli,Bekilli,2.0,4.20715376867935,4.0,-2.2071537686793503,norm_eksigi
Eskiþehir,Ýnönü,3.0,5.2196279673690045,5.0,-2.2196279673690045,norm_eksigi
Eskiþehir,Çifteler,6.0,8.252922738481814,8.0,-2.2529227384818142,norm_eksigi
Malatya,Hekimhan,3.0,5.256922773748506,5.0,-2.2569227737485056,norm_eksigi
Konya,Taþkent,1.0,3.2581183335215615,3.0,-2.2581183335215615,norm_eksigi
Trabzon,Çaykara,1.0,3.261363663308965,3.0,-2.261363663308965,norm_eksigi
Çorum,Ýskilip,5.0,7.2788907197521615,7.0,-2.2788907197521615,norm_eksigi
Ankara,Evren,1.0,3.2851425068828495,3.0,-2.2851425068828495,norm_eksigi
Balýkesir,Manyas,6.0,8.298151166928726,8.0,-2.298151166928726,norm_eksigi
Adana,Aladað,3.0,5.311226646093748,5.0,-2.311226646093748,norm_eksigi
Nevþehir,Kozaklý,4.0,6.3138497500487025,6.0,-2.3138497500487025,norm_eksigi
Karaman,Sarýveliler,1.0,3.3430110263246484,3.0,-2.3430110263246484,norm_eksigi
Eskiþehir,Günyüzü,3.0,5.344181880050661,5.0,-2.3441818800506606,norm_eksigi
Konya,Hüyük,4.0,6.3525412674439075,6.0,-2.3525412674439075,norm_eksigi
Antalya,Gündoðmuþ,1.0,3.353662458683101,3.0,-2.353662458683101,norm_eksigi
Bursa,Büyükorhan,3.0,5.355631935901016,5.0,-2.355631935901016,norm_eksigi
Kütahya,Hisarcýk,2.0,4.366990053720916,4.0,-2.366990053720916,norm_eksigi
Ýstanbul,Baðcýlar,6.0,8.368631637285715,8.0,-2.3686316372857146,norm_eksigi
Muðla,Kavaklýdere,3.0,5.386960904208535,5.0,-2.386960904208535,norm_eksigi
Çankýrý,Kurþunlu,2.0,4.393122620978103,4.0,-2.3931226209781027,norm_eksigi
Aðrý,Eleþkirt,7.0,9.407621611922208,9.0,-2.407621611922208,norm_eksigi
Tekirdað,Muratlý,4.0,6.409845772177761,6.0,-2.4098457721777606,norm_eksigi
Kýrýkkale,Sulakyurt,2.0,4.410917000709067,4.0,-2.410917000709067,norm_eksigi
Kayseri,Pýnarbaþý,8.0,10.42606975638493,10.0,-2.42606975638493,norm_eksigi
Þýrnak,Güçlükonak,2.0,4.435118634531304,4.0,-2.435118634531304,norm_eksigi
Kütahya,Simav,8.0,10.51866911515625,11.0,-2.51866911515625,norm_eksigi
Afyonkarahisar,Ýhsaniye,6.0,8.523457271557108,9.0,-2.523457271557108,norm_eksigi
Kahramanmaraþ,Afþin,6.0,8.53009908662896,9.0,-2.53009908662896,norm_eksigi
Yozgat,Sorgun,7.0,9.533694702593948,10.0,-2.533694702593948,norm_eksigi
Ýzmir,Selçuk,4.0,6.538325734346153,7.0,-2.538325734346153,norm_eksigi
Bursa,Orhaneli,4.0,6.550989047096999,7.0,-2.5509890470969987,norm_eksigi
Çanakkale,Eceabat,3.0,5.58312329322332,6.0,-2.58312329322332,norm_eksigi
Niðde,Altunhisar,3.0,5.590644123005664,6.0,-2.5906441230056636,norm_eksigi
Trabzon,Maçka,2.0,4.603872412692983,5.0,-2.603872412692983,norm_eksigi
Ankara,Pursaklar,4.0,6.609047458235522,7.0,-2.609047458235522,norm_eksigi
Þýrnak,Ýdil,8.0,10.61058947937698,11.0,-2.61058947937698,norm_eksigi
Mardin,Derik,8.0,10.640550270822587,11.0,-2.6405502708225868,norm_eksigi
Muþ,Bulanýk,7.0,9.643468954515171,10.0,-2.6434689545151713,norm_eksigi
Aksaray,Gülaðaç,3.0,5.652486136114807,6.0,-2.652486136114807,norm_eksigi
Sakarya,Geyve,3.0,5.65378054816401,6.0,-2.6537805481640104,norm_eksigi
Ankara,Þereflikoçhisar,6.0,8.656804596735839,9.0,-2.6568045967358387,norm_eksigi
Kütahya,Gediz,5.0,7.661189956781859,8.0,-2.6611899567818593,norm_eksigi
Konya,Bozkýr,4.0,6.672210818607401,7.0,-2.672210818607401,norm_eksigi
Çankýrý,Atkaracalar,1.0,3.6805197751223284,4.0,-2.6805197751223284,norm_eksigi
Isparta,Senirkent,2.0,4.690037849301021,5.0,-2.690037849301021,norm_eksigi
Çorum,Bayat,3.0,5.701220962990449,6.0,-2.7012209629904493,norm_eksigi
Bursa,Harmancýk,2.0,4.703360365558481,5.0,-2.7033603655584812,norm_eksigi
Isparta,Gelendost,3.0,5.733101852948389,6.0,-2.733101852948389,norm_eksigi
Adana,Karataþ,5.0,7.741726669533918,8.0,-2.741726669533918,norm_eksigi
Sivas,Þarkýþla,6.0,8.743164445803995,9.0,-2.7431644458039948,norm_eksigi
Rize,Pazar,1.0,3.744926353177612,4.0,-2.744926353177612,norm_eksigi
Van,Çatak,3.0,5.74659315235276,6.0,-2.7465931523527596,norm_eksigi
Ankara,Altýndað,8.0,10.793233027586492,11.0,-2.793233027586492,norm_eksigi
Ýstanbul,Bahçelievler,4.0,6.823336296218116,7.0,-2.823336296218116,norm_eksigi
Erzurum,Oltu,3.0,5.82422453494363,6.0,-2.82422453494363,norm_eksigi
Hakkari,Yüksekova,6.0,8.837241848426881,9.0,-2.8372418484268813,norm_eksigi
Yozgat,Çayýralan,2.0,4.842793304669901,5.0,-2.842793304669901,norm_eksigi
Sivas,Koyulhisar,1.0,3.8590958790660514,4.0,-2.8590958790660514,norm_eksigi
Çankýrý,Ilgaz,2.0,4.859973877432142,5.0,-2.859973877432142,norm_eksigi
Erzurum,Çat,3.0,5.861369776180949,6.0,-2.8613697761809487,norm_eksigi
Ýstanbul,Pendik,6.0,8.864383384875643,9.0,-2.8643833848756426,norm_eksigi
Ýstanbul,Beylikdüzü,4.0,6.870563660433573,7.0,-2.8705636604335734,norm_eksigi
Kahramanmaraþ,Andýrýn,4.0,6.879094022770525,7.0,-2.8790940227705253,norm_eksigi
Karabük,Yenice,1.0,3.88606239734651,4.0,-2.88606239734651,norm_eksigi
Sivas,Gürün,4.0,6.897545095966785,7.0,-2.897545095966785,norm_eksigi
Erzincan,Ýliç,1.0,3.915366306029446,4.0,-2.915366306029446,norm_eksigi
Çorum,Kargý,3.0,5.948884429612781,6.0,-2.9488844296127814,norm_eksigi
Yozgat,Çandýr,1.0,3.9683161418600235,4.0,-2.9683161418600235,norm_eksigi
Adana,Tufanbeyli,3.0,5.977129309021824,6.0,-2.977129309021824,norm_eksigi
Kýrklareli,Babaeski,6.0,9.056887487026422,9.0,-3.0568874870264224,norm_eksigi
Sakarya,Pamukova,2.0,5.094361435266402,5.0,-3.0943614352664017,norm_eksigi
Kayseri,Yeþilhisar,3.0,6.0986767199850105,6.0,-3.0986767199850105,norm_eksigi
Rize,Ardeþen,1.0,4.100702625032298,4.0,-3.100702625032298,norm_eksigi
Kars,Sarýkamýþ,6.0,9.11115550559703,9.0,-3.1111555055970292,norm_eksigi
Karaman,Ermenek,5.0,8.111577647708634,8.0,-3.111577647708634,norm_eksigi
Kocaeli,Gölcük,3.0,6.127413703957951,6.0,-3.1274137039579513,norm_eksigi
Kocaeli,Karamürsel,3.0,6.139487628651881,6.0,-3.1394876286518807,norm_eksigi
Kocaeli,Gebze,5.0,8.182563473082633,8.0,-3.1825634730826327,norm_eksigi
Çorum,Alaca,5.0,8.182782619422447,8.0,-3.182782619422447,norm_eksigi
Siirt,Baykan,2.0,5.1954680367608495,5.0,-3.1954680367608495,norm_eksigi
Ýstanbul,Eyüpsultan,5.0,8.200953259525726,8.0,-3.2009532595257255,norm_eksigi
Çorum,Uðurludað,1.0,4.201455836950769,4.0,-3.2014558369507693,norm_eksigi
Niðde,Çamardý,2.0,5.216915563260396,5.0,-3.216915563260396,norm_eksigi
Yozgat,Aydýncýk,1.0,4.240710020182338,4.0,-3.2407100201823376,norm_eksigi
Burdur,Çavdýr,3.0,6.250706387851832,6.0,-3.2507063878518316,norm_eksigi
Giresun,Dereli,1.0,4.251834149067314,4.0,-3.2518341490673137,norm_eksigi
Konya,Hadim,1.0,4.288790331517916,4.0,-3.288790331517916,norm_eksigi
Çankýrý,Þabanözü,2.0,5.320174588161728,5.0,-3.320174588161728,norm_eksigi
Diyarbakýr,Bismil,7.0,10.375792562124506,10.0,-3.3757925621245057,norm_eksigi
Adana,Yumurtalýk,3.0,6.396865638139907,6.0,-3.396865638139907,norm_eksigi
Konya,Doðanhisar,2.0,5.478850117211326,5.0,-3.4788501172113264,norm_eksigi
Bursa,Orhangazi,4.0,7.492711009110316,7.0,-3.492711009110316,norm_eksigi
Batman,Gercüþ,4.0,7.58778668720065,8.0,-3.5877866872006496,norm_eksigi
Gümüþhane,Þiran,2.0,5.618448238762755,6.0,-3.6184482387627552,norm_eksigi
Konya,Kadýnhaný,8.0,11.619457026970737,12.0,-3.6194570269707373,norm_eksigi
Edirne,Meriç,2.0,5.623800270278686,6.0,-3.623800270278686,norm_eksigi
Edirne,Uzunköprü,6.0,9.62621271816134,10.0,-3.626212718161341,norm_eksigi
Bursa,Ýznik,3.0,6.642568357723053,7.0,-3.6425683577230528,norm_eksigi
Hatay,Altýnözü,3.0,6.675032919729641,7.0,-3.6750329197296407,norm_eksigi
Ankara,Bala,6.0,9.796570113478616,10.0,-3.796570113478616,norm_eksigi
Konya,Çeltik,2.0,5.84341264658328,6.0,-3.84341264658328,norm_eksigi
Ankara,Mamak,8.0,11.876385584698706,12.0,-3.8763855846987063,norm_eksigi
Aðrý,Diyadin,4.0,7.877130314326683,8.0,-3.877130314326683,norm_eksigi
Konya,Sarayönü,8.0,11.924535860574586,12.0,-3.9245358605745864,norm_eksigi
Çankýrý,Çerkeþ,3.0,6.935102931315381,7.0,-3.935102931315381,norm_eksigi
Kastamonu,Tosya,2.0,6.04519834859467,6.0,-4.04519834859467,norm_eksigi
Çorum,Sungurlu,6.0,10.091592724593404,10.0,-4.091592724593404,norm_eksigi
Ýstanbul,Silivri,6.0,10.098292989456485,10.0,-4.0982929894564855,norm_eksigi
Ankara,Keçiören,9.0,13.118414206523891,13.0,-4.118414206523891,norm_eksigi
Edirne,Keþan,7.0,11.150571782643844,11.0,-4.150571782643844,norm_eksigi
Eskiþehir,Mihalýççýk,3.0,7.150789577924367,7.0,-4.150789577924367,norm_eksigi
Ankara,Kalecik,4.0,8.204122755722413,8.0,-4.204122755722413,norm_eksigi
Muðla,Bodrum,6.0,10.284928990216155,10.0,-4.284928990216155,norm_eksigi
Eskiþehir,Beylikova,5.0,9.452503234572074,9.0,-4.452503234572074,norm_eksigi
Erzurum,Aþkale,2.0,6.453367452474283,6.0,-4.453367452474283,norm_eksigi
Ýstanbul,Arnavutköy,4.0,8.453989221453899,8.0,-4.453989221453899,norm_eksigi
Konya,Altýnekin,4.0,8.49802714319533,8.0,-4.49802714319533,norm_eksigi
Erzurum,Tekman,4.0,8.58220884584027,9.0,-4.58220884584027,norm_eksigi
Þanlýurfa,Ceylanpýnar,7.0,11.729445338627105,12.0,-4.729445338627105,norm_eksigi
Ankara,Kahramankazan,8.0,12.740250222943056,13.0,-4.740250222943056,norm_eksigi
Sivas,Zara,1.0,5.808503325944384,6.0,-4.808503325944384,norm_eksigi
Yozgat,Akdaðmadeni,3.0,7.82535407776861,8.0,-4.82535407776861,norm_eksigi
Muþ,Malazgirt,4.0,8.930569467774362,9.0,-4.930569467774362,norm_eksigi
Erzurum,Karayazý,5.0,9.931590475879087,10.0,-4.931590475879087,norm_eksigi
Ýzmir,Kýnýk,8.0,14.066619135755683,14.0,-6.066619135755683,norm_eksigi
Konya,Cihanbeyli,8.0,14.214332072726993,14.0,-6.214332072726993,norm_eksigi
Konya,Emirgazi,4.0,10.69897572385004,11.0,-6.69897572385004,norm_eksigi
Yozgat,Sarýkaya,2.0,8.985793426534006,9.0,-6.985793426534006,norm_eksigi
Sivas,Kangal,2.0,9.162502767333482,9.0,-7.162502767333482,norm_eksigi
Ankara,Polatlý,13.0,20.420785283673954,20.0,-7.420785283673954,norm_eksigi
Konya,Yunak,4.0,11.966692841660706,12.0,-7.966692841660706,norm_eksigi
Ankara,Çankaya,14.0,23.542796182482487,24.0,-9.542796182482487,norm_eksigi
Antalya,Aksu,10.0,22.641215196898916,23.0,-12.641215196898916,norm_eksigi
Bingöl,Adaklý,,3.472064409204345,3.0,,belirsiz
Trabzon,Köprübaþý,,2.5119119388499436,3.0,,belirsiz
Yozgat,Kadýþehri,,4.562939184487766,5.0,,belirsiz
